sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
53389,SH-W890-L,13855,20130226,20130305,20130310,70.0,1,70.0
53389,LJ-0192-S,13855,20130226,20130305,20130310,50.0,1,50.0
53389,GL-H102-M,13855,20130226,20130305,20130310,24.0,1,24.0
53390,CA-1098,24344,20130226,20130305,20130310,9.0,1,9.0
53390,BK-T18U-50,24344,20130226,20130305,20130310,742.0,1,742.0
53391,BK-T18Y-54,24275,20130226,20130305,20130310,742.0,1,742.0
53391,HL-U509-R,24275,20130226,20130305,20130310,35.0,1,35.0
53391,SJ-0194-X,24275,20130226,20130305,20130310,54.0,1,54.0
53392,BK-M68B-38,11461,20130226,20130305,20130310,2295.0,1,2295.0
53393,BK-T79Y-54,29165,20130226,20130305,20130310,2384.0,1,2384.0
53393,WB-H098,29165,20130226,20130305,20130310,5.0,1,5.0
53393,BC-R205,29165,20130226,20130305,20130310,9.0,1,9.0
53393,CA-1098,29165,20130226,20130305,20130310,9.0,1,9.0
53394,BK-R19B-48,16224,20130226,20130305,20130310,540.0,1,540.0
53394,WB-H098,16224,20130226,20130305,20130310,5.0,1,5.0
53394,BC-R205,16224,20130226,20130305,20130310,9.0,1,9.0
53394,PK-7098,16224,20130226,20130305,20130310,2.0,1,2.0
53395,BK-R64Y-40,19406,20130226,20130305,20130310,1120.0,1,1120.0
53395,BC-R205,19406,20130226,20130305,20130310,9.0,1,9.0
53395,WB-H098,19406,20130226,20130305,20130310,5.0,1,5.0
53395,SJ-0194-L,19406,20130226,20130305,20130310,54.0,1,54.0
53396,BK-R64Y-44,27126,20130226,20130305,20130310,1120.0,1,1120.0
53396,HL-U509-B,27126,20130226,20130305,20130310,35.0,1,35.0
53397,BK-R19B-48,25703,20130226,20130305,20130310,540.0,1,540.0
53397,BC-R205,25703,20130226,20130305,20130310,9.0,1,9.0
53397,WB-H098,25703,20130226,20130305,20130310,5.0,1,5.0
53397,SJ-0194-L,25703,20130226,20130305,20130310,54.0,1,54.0
53398,BK-R64Y-48,23413,20130227,20130306,20130311,1120.0,1,1120.0
53398,SJ-0194-S,23413,20130227,20130306,20130311,54.0,1,54.0
53399,BK-M68B-46,11343,20130227,20130306,20130311,2295.0,1,2295.0
53399,HL-U509-R,11343,20130227,20130306,20130311,35.0,1,35.0
53399,LJ-0192-L,11343,20130227,20130306,20130311,50.0,1,50.0
53400,WB-H098,11973,20130227,20130306,20130311,5.0,1,5.0
53400,BC-R205,11973,20130227,20130306,20130311,9.0,1,9.0
53401,CL-9009,11879,20130227,20130306,20130311,8.0,1,8.0
53402,LJ-0192-S,11985,20130227,20130306,20130311,50.0,1,50.0
53403,TT-M928,14061,20130227,20130306,20130311,5.0,1,5.0
53403,TI-M267,14061,20130227,20130306,20130311,25.0,1,25.0
53403,PK-7098,14061,20130227,20130306,20130311,2.0,1,2.0
53404,TI-R628,14126,20130227,20130306,20130311,25.0,1,25.0
53404,TT-R982,14126,20130227,20130306,20130311,4.0,1,4.0
53404,HL-U509-R,14126,20130227,20130306,20130311,35.0,1,35.0
53405,TI-R628,18256,20130227,20130306,20130311,25.0,1,25.0
53405,TT-R982,18256,20130227,20130306,20130311,4.0,1,4.0
53405,HL-U509-R,18256,20130227,20130306,20130311,35.0,1,35.0
53406,TI-M823,21962,20130227,20130306,20130311,35.0,1,35.0
53407,TT-M928,24594,20130227,20130306,20130311,5.0,1,5.0
53407,HL-U509-R,24594,20130227,20130306,20130311,35.0,1,35.0
53408,TI-M823,22213,20130227,20130306,20130311,35.0,1,35.0
53408,FE-6654,22213,20130227,20130306,20130311,22.0,1,22.0
53408,PK-7098,22213,20130227,20130306,20130311,2.0,1,2.0
53409,BC-M005,15606,20130227,20130306,20130311,10.0,1,10.0
53409,WB-H098,15606,20130227,20130306,20130311,5.0,1,5.0
53409,CA-1098,15606,20130227,20130306,20130311,9.0,1,9.0
53409,SJ-0194-M,15606,20130227,20130306,20130311,54.0,1,54.0
53410,BC-M005,11752,20130227,20130306,20130311,10.0,1,10.0
53410,WB-H098,11752,20130227,20130306,20130311,5.0,1,5.0
53410,SJ-0194-S,11752,20130227,20130306,20130311,54.0,1,54.0
53410,CA-1098,11752,20130227,20130306,20130311,9.0,1,9.0
53411,TT-R982,25026,20130227,20130306,20130311,4.0,1,4.0
53411,PK-7098,25026,20130227,20130306,20130311,2.0,1,2.0
53412,HL-U509-R,17350,20130227,20130306,20130311,35.0,1,35.0
53413,BK-R89B-52,26399,20130227,20130306,20130311,2443.0,1,2443.0
53413,TT-R982,26399,20130227,20130306,20130311,4.0,1,4.0
53413,TI-R982,26399,20130227,20130306,20130311,33.0,1,33.0
53413,VE-C304-M,26399,20130227,20130306,20130311,64.0,1,64.0
53414,TI-R628,11262,20130227,20130306,20130311,25.0,1,25.0
53414,LJ-0192-M,11262,20130227,20130306,20130311,50.0,1,50.0
53415,TI-R092,27565,20130227,20130306,20130311,21.0,1,21.0
53415,TT-R982,27565,20130227,20130306,20130311,4.0,1,4.0
53415,CL-9009,27565,20130227,20130306,20130311,8.0,1,8.0
53416,TT-M928,23577,20130227,20130306,20130311,5.0,1,5.0
53416,TI-M602,23577,20130227,20130306,20130311,30.0,1,30.0
53416,HL-U509,23577,20130227,20130306,20130311,35.0,1,35.0
53416,GL-H102-M,23577,20130227,20130306,20130311,24.0,1,24.0
53417,BC-M005,23274,20130227,20130306,20130311,10.0,1,10.0
53417,WB-H098,23274,20130227,20130306,20130311,5.0,1,5.0
53417,HL-U509-R,23274,20130227,20130306,20130311,35.0,1,35.0
53418,SH-W890-S,15874,20130227,20130306,20130311,70.0,1,70.0
53419,SH-W890-S,16243,20130227,20130306,20130311,70.0,1,70.0
53420,WB-H098,25256,20130227,20130306,20130311,5.0,1,5.0
53420,HY-1023-70,25256,20130227,20130306,20130311,55.0,1,55.0
53420,CL-9009,25256,20130227,20130306,20130311,8.0,1,8.0
53421,WB-H098,18760,20130227,20130306,20130311,5.0,1,5.0
53421,LJ-0192-X,18760,20130227,20130306,20130311,50.0,1,50.0
53422,TT-M928,15940,20130227,20130306,20130311,5.0,1,5.0
53422,PK-7098,15940,20130227,20130306,20130311,2.0,1,2.0
53423,WB-H098,29230,20130227,20130306,20130311,5.0,1,5.0
53424,TT-M928,22019,20130227,20130306,20130311,5.0,1,5.0
53424,PK-7098,22019,20130227,20130306,20130311,2.0,1,2.0
53425,TT-M928,15275,20130227,20130306,20130311,5.0,1,5.0
53425,SO-R809-L,15275,20130227,20130306,20130311,9.0,1,9.0
53426,FE-6654,20104,20130227,20130306,20130311,22.0,1,22.0
53426,BC-M005,20104,20130227,20130306,20130311,10.0,1,10.0
53426,WB-H098,20104,20130227,20130306,20130311,5.0,1,5.0
53426,PK-7098,20104,20130227,20130306,20130311,2.0,1,2.0
53427,TT-R982,17992,20130227,20130306,20130311,4.0,1,4.0
53427,TI-R628,17992,20130227,20130306,20130311,25.0,1,25.0
53427,PK-7098,17992,20130227,20130306,20130311,2.0,1,2.0
53428,TI-R628,18022,20130227,20130306,20130311,25.0,1,25.0
53428,TT-R982,18022,20130227,20130306,20130311,4.0,1,4.0
53428,HL-U509,18022,20130227,20130306,20130311,35.0,1,35.0
53429,WB-H098,25783,20130227,20130306,20130311,5.0,1,5.0
53430,TI-R628,16395,20130227,20130306,20130311,25.0,1,25.0
53430,TT-R982,16395,20130227,20130306,20130311,4.0,1,4.0
53430,HL-U509-B,16395,20130227,20130306,20130311,35.0,1,35.0
53431,TI-R092,19348,20130227,20130306,20130311,21.0,1,21.0
53432,TT-T092,24713,20130227,20130306,20130311,5.0,1,5.0
53432,PK-7098,24713,20130227,20130306,20130311,2.0,1,2.0
53433,WB-H098,12723,20130227,20130306,20130311,5.0,1,5.0
53433,BC-M005,12723,20130227,20130306,20130311,10.0,1,10.0
53433,SJ-0194-M,12723,20130227,20130306,20130311,54.0,1,54.0
53434,FE-6654,14266,20130227,20130306,20130311,22.0,1,22.0
53434,HL-U509,14266,20130227,20130306,20130311,35.0,1,35.0
53435,BK-R79Y-40,16811,20130227,20130306,20130311,1701.0,1,1701.0
53436,BK-M18B-42,15570,20130227,20130306,20130311,540.0,1,540.0
53436,FE-6654,15570,20130227,20130306,20130311,22.0,1,22.0
53437,BK-M38S-46,13877,20130227,20130306,20130311,769.0,1,769.0
53437,SH-W890-L,13877,20130227,20130306,20130311,70.0,1,70.0
53437,CA-1098,13877,20130227,20130306,20130311,9.0,1,9.0
53438,BK-M68B-46,12069,20130227,20130306,20130311,2295.0,1,2295.0
53438,FE-6654,12069,20130227,20130306,20130311,22.0,1,22.0
53438,PK-7098,12069,20130227,20130306,20130311,2.0,1,2.0
53439,BK-R79Y-48,14010,20130227,20130306,20130311,1701.0,1,1701.0
53439,HL-U509-R,14010,20130227,20130306,20130311,35.0,1,35.0
53439,SJ-0194-L,14010,20130227,20130306,20130311,54.0,1,54.0
53440,BK-R19B-52,20416,20130227,20130306,20130311,540.0,1,540.0
53441,BK-R19B-52,27746,20130227,20130306,20130311,540.0,1,540.0
53441,TT-R982,27746,20130227,20130306,20130311,4.0,1,4.0
53441,TI-R092,27746,20130227,20130306,20130311,21.0,1,21.0
53441,VE-C304-M,27746,20130227,20130306,20130311,64.0,1,64.0
53442,BK-M18B-40,15790,20130227,20130306,20130311,540.0,1,540.0
53442,FE-6654,15790,20130227,20130306,20130311,22.0,1,22.0
53442,HL-U509,15790,20130227,20130306,20130311,35.0,1,35.0
53443,BK-T18U-50,16103,20130227,20130306,20130311,742.0,1,742.0
53443,LJ-0192-X,16103,20130227,20130306,20130311,50.0,1,50.0
53444,BK-T18Y-44,26322,20130227,20130306,20130311,742.0,1,742.0
53444,VE-C304-L,26322,20130227,20130306,20130311,64.0,1,64.0
53444,HL-U509-R,26322,20130227,20130306,20130311,35.0,1,35.0
53445,BK-T79U-54,24527,20130227,20130306,20130311,2384.0,1,2384.0
53445,HL-U509-B,24527,20130227,20130306,20130311,35.0,1,35.0
53446,BK-R19B-52,21610,20130227,20130306,20130311,540.0,1,540.0
53446,CA-1098,21610,20130227,20130306,20130311,9.0,1,9.0
53447,BK-R64Y-44,19396,20130227,20130306,20130311,1120.0,1,1120.0
53447,BC-R205,19396,20130227,20130306,20130311,9.0,1,9.0
53447,WB-H098,19396,20130227,20130306,20130311,5.0,1,5.0
53447,HL-U509,19396,20130227,20130306,20130311,35.0,1,35.0
53448,BK-R19B-58,13255,20130227,20130306,20130311,540.0,1,540.0
53448,BC-R205,13255,20130227,20130306,20130311,9.0,1,9.0
53448,WB-H098,13255,20130227,20130306,20130311,5.0,1,5.0
53448,HL-U509,13255,20130227,20130306,20130311,35.0,1,35.0
53449,BK-T79U-54,14207,20130227,20130306,20130311,2384.0,1,2384.0
53449,HL-U509-B,14207,20130227,20130306,20130311,35.0,1,35.0
53626,CL-9009,11498,20130228,20130307,20130312,8.0,1,8.0
53627,TT-R982,16626,20130228,20130307,20130312,4.0,1,4.0
53627,TI-R982,16626,20130228,20130307,20130312,33.0,1,33.0
53628,BK-M68B-38,11605,20130228,20130307,20130312,2295.0,1,2295.0
53629,PK-7098,11218,20130228,20130307,20130312,2.0,1,2.0
53630,TT-T092,28267,20130228,20130307,20130312,5.0,1,5.0
53630,GL-H102-L,28267,20130228,20130307,20130312,24.0,1,24.0
53630,HL-U509-R,28267,20130228,20130307,20130312,35.0,1,35.0
53631,TI-M267,12107,20130228,20130307,20130312,25.0,1,25.0
53631,TT-M928,12107,20130228,20130307,20130312,5.0,1,5.0
53631,PK-7098,12107,20130228,20130307,20130312,2.0,1,2.0
53632,TI-R982,11331,20130228,20130307,20130312,33.0,1,33.0
53632,TT-R982,11331,20130228,20130307,20130312,4.0,1,4.0
53632,HY-1023-70,11331,20130228,20130307,20130312,55.0,1,55.0
53632,CL-9009,11331,20130228,20130307,20130312,8.0,1,8.0
53633,TI-M602,23473,20130228,20130307,20130312,30.0,1,30.0
53633,TT-M928,23473,20130228,20130307,20130312,5.0,1,5.0
53633,HL-U509-R,23473,20130228,20130307,20130312,35.0,1,35.0
53633,SJ-0194-L,23473,20130228,20130307,20130312,54.0,1,54.0
53633,CA-1098,23473,20130228,20130307,20130312,9.0,1,9.0
53634,TI-R982,16964,20130228,20130307,20130312,33.0,1,33.0
53634,TT-R982,16964,20130228,20130307,20130312,4.0,1,4.0
53634,HL-U509-R,16964,20130228,20130307,20130312,35.0,1,35.0
53635,TI-M267,17026,20130228,20130307,20130312,25.0,1,25.0
53635,TT-M928,17026,20130228,20130307,20130312,5.0,1,5.0
53635,HL-U509-B,17026,20130228,20130307,20130312,35.0,1,35.0
53636,TI-M602,23354,20130228,20130307,20130312,30.0,1,30.0
53636,TT-M928,23354,20130228,20130307,20130312,5.0,1,5.0
53636,HL-U509,23354,20130228,20130307,20130312,35.0,1,35.0
53637,BC-M005,21445,20130228,20130307,20130312,10.0,1,10.0
53637,WB-H098,21445,20130228,20130307,20130312,5.0,1,5.0
53637,HL-U509,21445,20130228,20130307,20130312,35.0,1,35.0
53637,VE-C304-S,21445,20130228,20130307,20130312,64.0,1,64.0
53638,SH-W890-L,19728,20130228,20130307,20130312,70.0,1,70.0
53638,LJ-0192-L,19728,20130228,20130307,20130312,50.0,1,50.0
53639,SH-W890-L,19747,20130228,20130307,20130312,70.0,1,70.0
53639,SJ-0194-M,19747,20130228,20130307,20130312,54.0,1,54.0
53639,GL-H102-L,19747,20130228,20130307,20130312,24.0,1,24.0
53640,SH-W890-L,20497,20130228,20130307,20130312,70.0,1,70.0
53641,SH-W890-S,18816,20130228,20130307,20130312,70.0,1,70.0
53641,SJ-0194-S,18816,20130228,20130307,20130312,54.0,1,54.0
53641,GL-H102-S,18816,20130228,20130307,20130312,24.0,1,24.0
53642,WB-H098,16381,20130228,20130307,20130312,5.0,1,5.0
53643,WB-H098,16746,20130228,20130307,20130312,5.0,1,5.0
53643,GL-H102-S,16746,20130228,20130307,20130312,24.0,1,24.0
53643,HL-U509-B,16746,20130228,20130307,20130312,35.0,1,35.0
53644,TT-M928,28080,20130228,20130307,20130312,5.0,1,5.0
53644,HL-U509,28080,20130228,20130307,20130312,35.0,1,35.0
53645,SJ-0194-M,26365,20130228,20130307,20130312,54.0,1,54.0
53645,CA-1098,26365,20130228,20130307,20130312,9.0,1,9.0
53646,TT-R982,28877,20130228,20130307,20130312,4.0,1,4.0
53646,SO-R809-M,28877,20130228,20130307,20130312,9.0,1,9.0
53647,TT-T092,11377,20130228,20130307,20130312,5.0,1,5.0
53647,TI-T723,11377,20130228,20130307,20130312,29.0,1,29.0
53647,LJ-0192-L,11377,20130228,20130307,20130312,50.0,1,50.0
53648,TT-T092,15671,20130228,20130307,20130312,5.0,1,5.0
53648,PK-7098,15671,20130228,20130307,20130312,2.0,1,2.0
53649,FE-6654,13363,20130228,20130307,20130312,22.0,1,22.0
53649,LJ-0192-X,13363,20130228,20130307,20130312,50.0,1,50.0
53650,BK-R79Y-42,20666,20130228,20130307,20130312,1701.0,1,1701.0
53650,BC-R205,20666,20130228,20130307,20130312,9.0,1,9.0
53650,WB-H098,20666,20130228,20130307,20130312,5.0,1,5.0
53651,BK-M68B-38,12102,20130228,20130307,20130312,2295.0,1,2295.0
53651,FE-6654,12102,20130228,20130307,20130312,22.0,1,22.0
53651,CL-9009,12102,20130228,20130307,20130312,8.0,1,8.0
53652,BK-T18U-62,27801,20130228,20130307,20130312,742.0,1,742.0
53652,HL-U509,27801,20130228,20130307,20130312,35.0,1,35.0
53653,BK-R89B-58,18692,20130228,20130307,20130312,2443.0,1,2443.0
53653,BC-R205,18692,20130228,20130307,20130312,9.0,1,9.0
53653,WB-H098,18692,20130228,20130307,20130312,5.0,1,5.0
53654,BK-R79Y-40,18723,20130228,20130307,20130312,1701.0,1,1701.0
53655,BK-R19B-44,20812,20130228,20130307,20130312,540.0,1,540.0
53655,BC-R205,20812,20130228,20130307,20130312,9.0,1,9.0
53656,BK-M68S-42,11908,20130228,20130307,20130312,2320.0,1,2320.0
53657,BK-T44U-46,25148,20130228,20130307,20130312,1215.0,1,1215.0
53657,HL-U509-R,25148,20130228,20130307,20130312,35.0,1,35.0
53658,BK-R19B-48,21747,20130228,20130307,20130312,540.0,1,540.0
53659,BK-R64Y-44,14734,20130228,20130307,20130312,1120.0,1,1120.0
53659,HL-U509,14734,20130228,20130307,20130312,35.0,1,35.0
53660,BK-R64Y-42,19724,20130228,20130307,20130312,1120.0,1,1120.0
53660,HL-U509-R,19724,20130228,20130307,20130312,35.0,1,35.0
53661,BK-T79U-60,25681,20130228,20130307,20130312,2384.0,1,2384.0
53661,WB-H098,25681,20130228,20130307,20130312,5.0,1,5.0
53661,BC-R205,25681,20130228,20130307,20130312,9.0,1,9.0
53662,BK-R64Y-42,23416,20130301,20130308,20130313,1120.0,1,1120.0
53662,HL-U509-B,23416,20130301,20130308,20130313,35.0,1,35.0
53663,BK-M68S-46,12291,20130301,20130308,20130313,2320.0,1,2320.0
53663,BC-M005,12291,20130301,20130308,20130313,10.0,1,10.0
53663,WB-H098,12291,20130301,20130308,20130313,5.0,1,5.0
53663,HL-U509-R,12291,20130301,20130308,20130313,35.0,1,35.0
53663,LJ-0192-X,12291,20130301,20130308,20130313,50.0,1,50.0
53663,SO-R809-M,12291,20130301,20130308,20130313,9.0,1,9.0
53664,BK-M68S-42,12305,20130301,20130308,20130313,2320.0,1,2320.0
53665,BK-R89R-58,24537,20130301,20130308,20130313,2443.0,1,2443.0
53665,BC-R205,24537,20130301,20130308,20130313,9.0,1,9.0
53665,WB-H098,24537,20130301,20130308,20130313,5.0,1,5.0
53665,SJ-0194-M,24537,20130301,20130308,20130313,54.0,1,54.0
53666,RA-H123,11176,20130301,20130308,20130313,120.0,1,120.0
53667,TI-M267,11071,20130301,20130308,20130313,25.0,1,25.0
53667,PK-7098,11071,20130301,20130308,20130313,2.0,1,2.0
53668,TI-M602,19590,20130301,20130308,20130313,30.0,1,30.0
53668,PK-7098,19590,20130301,20130308,20130313,2.0,1,2.0
53669,FE-6654,16486,20130301,20130308,20130313,22.0,1,22.0
53669,HY-1023-70,16486,20130301,20130308,20130313,55.0,1,55.0
53670,FE-6654,18211,20130301,20130308,20130313,22.0,1,22.0
53670,HL-U509,18211,20130301,20130308,20130313,35.0,1,35.0
53671,TI-M823,21563,20130301,20130308,20130313,35.0,1,35.0
53671,TT-M928,21563,20130301,20130308,20130313,5.0,1,5.0
53672,TT-T092,14683,20130301,20130308,20130313,5.0,1,5.0
53672,BC-R205,14683,20130301,20130308,20130313,9.0,1,9.0
53672,WB-H098,14683,20130301,20130308,20130313,5.0,1,5.0
53673,CA-1098,27364,20130301,20130308,20130313,9.0,1,9.0
53673,SH-W890-L,27364,20130301,20130308,20130313,70.0,1,70.0
53674,PK-7098,18733,20130301,20130308,20130313,2.0,1,2.0
53675,TT-R982,18325,20130301,20130308,20130313,4.0,1,4.0
53675,TI-R982,18325,20130301,20130308,20130313,33.0,1,33.0
53675,PK-7098,18325,20130301,20130308,20130313,2.0,1,2.0
53676,BK-R79Y-44,15688,20130301,20130308,20130313,1701.0,1,1701.0
53677,BK-M18B-48,19503,20130301,20130308,20130313,540.0,1,540.0
53677,BC-M005,19503,20130301,20130308,20130313,10.0,1,10.0
53677,WB-H098,19503,20130301,20130308,20130313,5.0,1,5.0
53677,SJ-0194-M,19503,20130301,20130308,20130313,54.0,1,54.0
53678,BK-R89B-58,27309,20130301,20130308,20130313,2443.0,1,2443.0
53678,BC-R205,27309,20130301,20130308,20130313,9.0,1,9.0
53678,WB-H098,27309,20130301,20130308,20130313,5.0,1,5.0
53679,BK-R89B-44,12321,20130301,20130308,20130313,2443.0,1,2443.0
53679,WB-H098,12321,20130301,20130308,20130313,5.0,1,5.0
53679,BC-R205,12321,20130301,20130308,20130313,9.0,1,9.0
53679,HL-U509,12321,20130301,20130308,20130313,35.0,1,35.0
53680,BK-M38S-42,13766,20130301,20130308,20130313,769.0,1,769.0
53680,LJ-0192-L,13766,20130301,20130308,20130313,50.0,1,50.0
53681,TT-T092,27036,20130301,20130308,20130313,5.0,1,5.0
53681,PK-7098,27036,20130301,20130308,20130313,2.0,1,2.0
53682,TT-R982,11253,20130301,20130308,20130313,4.0,1,4.0
53682,TI-R628,11253,20130301,20130308,20130313,25.0,1,25.0
53682,HL-U509,11253,20130301,20130308,20130313,35.0,1,35.0
53683,TI-T723,13756,20130301,20130308,20130313,29.0,1,29.0
53683,TT-T092,13756,20130301,20130308,20130313,5.0,1,5.0
53683,GL-H102-L,13756,20130301,20130308,20130313,24.0,1,24.0
53684,TT-M928,11142,20130301,20130308,20130313,5.0,1,5.0
53684,TI-M602,11142,20130301,20130308,20130313,30.0,1,30.0
53684,HL-U509-R,11142,20130301,20130308,20130313,35.0,1,35.0
53685,TT-M928,22743,20130301,20130308,20130313,5.0,1,5.0
53685,TI-M602,22743,20130301,20130308,20130313,30.0,1,30.0
53685,FE-6654,22743,20130301,20130308,20130313,22.0,1,22.0
53685,CA-1098,22743,20130301,20130308,20130313,9.0,1,9.0
53686,BC-M005,14632,20130301,20130308,20130313,10.0,1,10.0
53687,SH-W890-S,18812,20130301,20130308,20130313,70.0,1,70.0
53688,TT-M928,28239,20130301,20130308,20130313,5.0,1,5.0
53688,PK-7098,28239,20130301,20130308,20130313,2.0,1,2.0
53689,TT-M928,20694,20130301,20130308,20130313,5.0,1,5.0
53689,FE-6654,20694,20130301,20130308,20130313,22.0,1,22.0
53689,RA-H123,20694,20130301,20130308,20130313,120.0,1,120.0
53690,TT-M928,14993,20130301,20130308,20130313,5.0,1,5.0
53690,TI-M823,14993,20130301,20130308,20130313,35.0,1,35.0
53690,HL-U509-R,14993,20130301,20130308,20130313,35.0,1,35.0
53691,FE-6654,13302,20130301,20130308,20130313,22.0,1,22.0
53691,HL-U509-R,13302,20130301,20130308,20130313,35.0,1,35.0
53692,TI-R982,12505,20130301,20130308,20130313,33.0,1,33.0
53692,TT-R982,12505,20130301,20130308,20130313,4.0,1,4.0
53693,CA-1098,22317,20130301,20130308,20130313,9.0,1,9.0
53693,WB-H098,22317,20130301,20130308,20130313,5.0,1,5.0
53694,SJ-0194-L,11551,20130301,20130308,20130313,54.0,1,54.0
53695,TT-R982,26411,20130301,20130308,20130313,4.0,1,4.0
53695,HY-1023-70,26411,20130301,20130308,20130313,55.0,1,55.0
53696,TI-M267,15450,20130301,20130308,20130313,25.0,1,25.0
53696,TT-M928,15450,20130301,20130308,20130313,5.0,1,5.0
53696,PK-7098,15450,20130301,20130308,20130313,2.0,1,2.0
53697,TI-R628,16320,20130301,20130308,20130313,25.0,1,25.0
53697,GL-H102-L,16320,20130301,20130308,20130313,24.0,1,24.0
53698,TI-M602,18624,20130301,20130308,20130313,30.0,1,30.0
53699,TT-T092,26909,20130301,20130308,20130313,5.0,1,5.0
53699,TI-T723,26909,20130301,20130308,20130313,29.0,1,29.0
53699,CA-1098,26909,20130301,20130308,20130313,9.0,1,9.0
53699,HL-U509-R,26909,20130301,20130308,20130313,35.0,1,35.0
53700,TI-M823,12066,20130301,20130308,20130313,35.0,1,35.0
53701,TT-M928,11864,20130301,20130308,20130313,5.0,1,5.0
53701,TI-M823,11864,20130301,20130308,20130313,35.0,1,35.0
53702,FE-6654,14736,20130301,20130308,20130313,22.0,1,22.0
53702,VE-C304-S,14736,20130301,20130308,20130313,64.0,1,64.0
53703,FE-6654,16771,20130301,20130308,20130313,22.0,1,22.0
53704,FE-6654,16096,20130301,20130308,20130313,22.0,1,22.0
53704,LJ-0192-L,16096,20130301,20130308,20130313,50.0,1,50.0
53704,SO-R809-L,16096,20130301,20130308,20130313,9.0,1,9.0
53705,BK-R79Y-40,16897,20130301,20130308,20130313,1701.0,1,1701.0
53705,SJ-0194-L,16897,20130301,20130308,20130313,54.0,1,54.0
53705,CA-1098,16897,20130301,20130308,20130313,9.0,1,9.0
53706,BK-M38S-40,13917,20130301,20130308,20130313,769.0,1,769.0
53706,TI-M602,13917,20130301,20130308,20130313,30.0,1,30.0
53706,TT-M928,13917,20130301,20130308,20130313,5.0,1,5.0
53706,HL-U509,13917,20130301,20130308,20130313,35.0,1,35.0
53707,BK-M68B-38,12164,20130301,20130308,20130313,2295.0,1,2295.0
53707,TI-M823,12164,20130301,20130308,20130313,35.0,1,35.0
53708,BK-M68B-46,11538,20130301,20130308,20130313,2295.0,1,2295.0
53708,FE-6654,11538,20130301,20130308,20130313,22.0,1,22.0
53709,BK-T79Y-46,28948,20130301,20130308,20130313,2384.0,1,2384.0
53709,HL-U509-R,28948,20130301,20130308,20130313,35.0,1,35.0
53710,BK-R89B-52,18735,20130301,20130308,20130313,2443.0,1,2443.0
53711,BK-T18U-50,16654,20130301,20130308,20130313,742.0,1,742.0
53711,CA-1098,16654,20130301,20130308,20130313,9.0,1,9.0
53712,BK-M68S-42,11462,20130301,20130308,20130313,2320.0,1,2320.0
53712,PK-7098,11462,20130301,20130308,20130313,2.0,1,2.0
53713,BK-M68S-42,11894,20130301,20130308,20130313,2320.0,1,2320.0
53713,TI-M823,11894,20130301,20130308,20130313,35.0,1,35.0
53713,TT-M928,11894,20130301,20130308,20130313,5.0,1,5.0
53713,HL-U509-B,11894,20130301,20130308,20130313,35.0,1,35.0
53714,BK-R19B-44,16360,20130301,20130308,20130313,540.0,1,540.0
53714,BC-R205,16360,20130301,20130308,20130313,9.0,1,9.0
53714,WB-H098,16360,20130301,20130308,20130313,5.0,1,5.0
53715,BK-R19B-44,21810,20130301,20130308,20130313,540.0,1,540.0
53715,BC-R205,21810,20130301,20130308,20130313,9.0,1,9.0
53715,WB-H098,21810,20130301,20130308,20130313,5.0,1,5.0
53715,CA-1098,21810,20130301,20130308,20130313,9.0,1,9.0
53716,BK-R19B-44,22346,20130301,20130308,20130313,540.0,1,540.0
53716,HL-U509-B,22346,20130301,20130308,20130313,35.0,1,35.0
53717,BK-R19B-44,21756,20130301,20130308,20130313,540.0,1,540.0
53717,BC-R205,21756,20130301,20130308,20130313,9.0,1,9.0
53717,WB-H098,21756,20130301,20130308,20130313,5.0,1,5.0
53718,BK-R64Y-40,19683,20130301,20130308,20130313,1120.0,1,1120.0
53718,BC-R205,19683,20130301,20130308,20130313,9.0,1,9.0
53718,CA-1098,19683,20130301,20130308,20130313,9.0,1,9.0
53718,WB-H098,19683,20130301,20130308,20130313,5.0,1,5.0
53719,BK-R19B-48,22481,20130301,20130308,20130313,540.0,1,540.0
53719,GL-H102-S,22481,20130301,20130308,20130313,24.0,1,24.0
53720,BK-R89B-48,18489,20130302,20130309,20130314,2443.0,1,2443.0
53720,HL-U509,18489,20130302,20130309,20130314,35.0,1,35.0
53720,GL-H102-S,18489,20130302,20130309,20130314,24.0,1,24.0
53721,BK-M68S-38,11568,20130302,20130309,20130314,2320.0,1,2320.0
53722,TI-R628,17077,20130302,20130309,20130314,25.0,1,25.0
53722,TT-R982,17077,20130302,20130309,20130314,4.0,1,4.0
53722,HL-U509,17077,20130302,20130309,20130314,35.0,1,35.0
53722,GL-H102-S,17077,20130302,20130309,20130314,24.0,1,24.0
53723,TI-M602,15465,20130302,20130309,20130314,30.0,1,30.0
53724,TT-M928,21961,20130302,20130309,20130314,5.0,1,5.0
53724,TI-M823,21961,20130302,20130309,20130314,35.0,1,35.0
53724,PK-7098,21961,20130302,20130309,20130314,2.0,1,2.0
53725,TI-R092,26139,20130302,20130309,20130314,21.0,1,21.0
53725,TT-R982,26139,20130302,20130309,20130314,4.0,1,4.0
53725,SO-R809-L,26139,20130302,20130309,20130314,9.0,1,9.0
53726,TT-T092,27720,20130302,20130309,20130314,5.0,1,5.0
53726,HL-U509-B,27720,20130302,20130309,20130314,35.0,1,35.0
