sale_id,customer_id,product_id,store_id,sale_date,quantity,total_amount,sale_date_key,payment_type,channel,customer_key,product_key,store_key,promotion_key,date_key,rejection_reason,rejection_timestamp,additional_info
SALE105085,CUST4365,PROD1378,STORE155,2023-05-15,3,2446.98,20230515,Credit Card,InStore,,379,56,1,20230515,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105086,CUST9908,PROD1301,STORE120,2024-07-16,1,941.96,20240716,Credit Card,InStore,,302,21,1,20240716,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105087,CUST5210,PROD1497,STORE124,2020-03-20,4,1118.84,20200320,Credit Card,InStore,,498,25,1,20200320,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105088,CUST2230,PROD1371,STORE112,2023-11-01,5,4888.6,20231101,Credit Card,InStore,,372,13,1,20231101,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105089,CUST7121,PROD1373,STORE169,2025-10-27,8,7700.56,20251027,Credit Card,InStore,,374,70,1,20251027,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105090,CUST4372,PROD1136,STORE177,2025-05-11,2,1979.04,20250511,Credit Card,InStore,,137,78,1,20250511,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105091,CUST10927,PROD1375,STORE116,2021-04-11,2,1284.74,20210411,Credit Card,InStore,,376,17,1,20210411,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105092,CUST8195,PROD1274,STORE189,2022-11-23,6,4519.56,20221123,Credit Card,InStore,,275,90,1,20221123,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105093,CUST1751,PROD1156,STORE114,2024-10-18,2,1819.52,20241018,Credit Card,InStore,,157,15,1,20241018,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105094,CUST4143,PROD1056,STORE137,2025-03-10,5,2010.5,20250310,Credit Card,InStore,,57,38,1,20250310,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105095,CUST10719,PROD1383,STORE155,2022-12-20,3,1771.9499999999998,20221220,Credit Card,InStore,,384,56,1,20221220,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105096,CUST7987,PROD1451,STORE154,2023-06-21,2,1840.58,20230621,Credit Card,InStore,,452,55,1,20230621,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105097,CUST7329,PROD1108,STORE194,2025-10-04,4,563.0,20251004,Credit Card,InStore,,109,95,1,20251004,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105098,CUST9458,PROD1310,STORE187,2024-06-30,1,77.39,20240630,Credit Card,InStore,,311,88,1,20240630,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105099,CUST9799,PROD1045,STORE119,2020-10-27,4,1214.36,20201027,Credit Card,InStore,,46,20,1,20201027,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105100,CUST5521,PROD1137,STORE132,2020-07-18,2,967.18,20200718,Credit Card,InStore,,138,33,1,20200718,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105101,CUST4113,PROD1154,STORE102,2022-02-06,2,70.82,20220206,Credit Card,InStore,,155,3,1,20220206,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105102,CUST7903,PROD1158,STORE140,2020-03-28,3,2613.93,20200328,Credit Card,InStore,,159,41,1,20200328,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105103,CUST7397,PROD1041,STORE112,2023-05-08,9,3717.99,20230508,Credit Card,InStore,,42,13,1,20230508,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105104,CUST1813,PROD1357,STORE131,2025-07-07,2,1163.54,20250707,Credit Card,InStore,,358,32,1,20250707,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105105,CUST3399,PROD1113,STORE151,2025-01-30,6,4370.04,20250130,Credit Card,InStore,,114,52,1,20250130,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105106,CUST5762,PROD1290,STORE127,2020-04-04,1,88.73,20200404,Credit Card,InStore,,291,28,1,20200404,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105107,CUST4829,PROD1016,STORE157,2024-04-06,6,1882.44,20240406,Credit Card,InStore,,17,58,1,20240406,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105108,CUST1589,PROD1198,STORE128,2025-05-31,8,7907.92,20250531,Credit Card,InStore,,199,29,1,20250531,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105109,CUST7921,PROD1165,STORE103,2020-08-30,3,2100.09,20200830,Credit Card,InStore,,166,4,1,20200830,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105110,CUST4349,PROD1342,STORE183,2023-10-22,2,732.76,20231022,Credit Card,InStore,,343,84,1,20231022,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105111,CUST3287,PROD1235,STORE138,2023-11-08,7,834.89,20231108,Credit Card,InStore,,236,39,1,20231108,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105112,CUST9608,PROD1137,STORE130,2025-06-10,9,6161.22,20250610,Credit Card,InStore,,138,31,1,20250610,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105113,CUST10796,PROD1315,STORE123,2020-06-04,5,2298.1,20200604,Credit Card,InStore,,316,24,1,20200604,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105114,CUST2960,PROD1266,STORE153,2022-03-12,8,3672.08,20220312,Credit Card,InStore,,267,54,1,20220312,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105115,CUST3407,PROD1124,STORE147,2023-01-27,8,4942.64,20230127,Credit Card,InStore,,125,48,1,20230127,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105116,CUST8220,PROD1350,STORE194,2023-06-25,1,817.37,20230625,Credit Card,InStore,,351,95,1,20230625,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105117,CUST6694,PROD1059,STORE179,2021-06-20,2,1919.14,20210620,Credit Card,InStore,,60,80,1,20210620,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105118,CUST8543,PROD1053,STORE127,2022-11-12,3,2019.66,20221112,Credit Card,InStore,,54,28,1,20221112,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105119,CUST1826,PROD1403,STORE136,2021-06-30,4,564.64,20210630,Credit Card,InStore,,404,37,1,20210630,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105120,CUST8597,PROD1415,STORE138,2025-10-13,1,363.14,20251013,Credit Card,InStore,,416,39,1,20251013,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105121,CUST4926,PROD1147,STORE163,2021-04-17,2,1159.98,20210417,Credit Card,InStore,,148,64,1,20210417,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105122,CUST2000,PROD1171,STORE108,2025-12-05,7,1763.86,20251205,Credit Card,InStore,,172,9,1,20251205,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105123,CUST6392,PROD1337,STORE141,2024-03-10,2,1521.58,20240310,Credit Card,InStore,,338,42,1,20240310,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105124,CUST4395,PROD1369,STORE175,2020-12-09,1,322.27,20201209,Credit Card,InStore,,370,76,1,20201209,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105125,CUST4286,PROD1462,STORE107,2022-09-06,5,3317.8500000000004,20220906,Credit Card,InStore,,463,8,1,20220906,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105126,CUST5863,PROD1247,STORE127,2024-11-01,3,2213.52,20241101,Credit Card,InStore,,248,28,1,20241101,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105127,CUST2816,PROD1234,STORE166,2021-04-12,3,1244.88,20210412,Credit Card,InStore,,235,67,1,20210412,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105128,CUST1765,PROD1284,STORE104,2025-05-02,5,2074.8,20250502,Credit Card,InStore,,285,5,1,20250502,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105129,CUST2802,PROD1018,STORE102,2021-11-02,2,579.96,20211102,Credit Card,InStore,,19,3,1,20211102,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105130,CUST10320,PROD1206,STORE148,2023-10-04,2,511.86,20231004,Credit Card,InStore,,207,49,1,20231004,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105131,CUST10404,PROD1426,STORE150,2020-08-11,6,5808.72,20200811,Credit Card,InStore,,427,51,1,20200811,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105132,CUST9537,PROD1110,STORE125,2021-11-27,8,4129.68,20211127,Credit Card,InStore,,111,26,1,20211127,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105133,CUST4098,PROD1157,STORE163,2020-02-09,3,2403.63,20200209,Credit Card,InStore,,158,64,1,20200209,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105134,CUST10881,PROD1411,STORE135,2023-03-29,5,2701.4,20230329,Credit Card,InStore,,412,36,1,20230329,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105135,CUST2246,PROD1287,STORE179,2025-07-14,7,4596.06,20250714,Credit Card,InStore,,288,80,1,20250714,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105136,CUST3329,PROD1185,STORE168,2020-11-16,9,1621.17,20201116,Credit Card,InStore,,186,69,1,20201116,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105137,CUST8451,PROD1242,STORE111,2024-11-14,9,5009.039999999999,20241114,Credit Card,InStore,,243,12,1,20241114,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105138,CUST2216,PROD1074,STORE151,2024-02-07,2,1928.06,20240207,Credit Card,InStore,,75,52,1,20240207,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105139,CUST2481,PROD1121,STORE151,2025-06-15,9,6143.400000000001,20250615,Credit Card,InStore,,122,52,1,20250615,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105140,CUST4517,PROD1283,STORE192,2024-05-24,3,2282.37,20240524,Credit Card,InStore,,284,93,1,20240524,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105141,CUST10623,PROD1424,STORE178,2025-10-12,2,280.96,20251012,Credit Card,InStore,,425,79,1,20251012,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105142,CUST3484,PROD1057,STORE116,2021-07-15,9,2303.37,20210715,Credit Card,InStore,,58,17,1,20210715,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105143,CUST2221,PROD1079,STORE129,2021-05-26,3,654.84,20210526,Credit Card,InStore,,80,30,1,20210526,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105144,CUST1034,PROD1269,STORE183,2020-09-29,6,2130.18,20200929,Credit Card,InStore,,270,84,1,20200929,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105145,CUST6599,PROD1403,STORE104,2023-04-28,8,2377.44,20230428,Credit Card,InStore,,404,5,1,20230428,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105146,CUST2922,PROD1223,STORE117,2025-05-21,1,21.92,20250521,Credit Card,InStore,,224,18,1,20250521,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105147,CUST4790,PROD1216,STORE149,2025-04-19,1,961.95,20250419,Credit Card,InStore,,217,50,1,20250419,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105148,CUST3843,PROD1063,STORE126,2024-04-17,4,309.56,20240417,Credit Card,InStore,,64,27,1,20240417,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105149,CUST5763,PROD1043,STORE139,2024-10-15,6,4685.46,20241015,Credit Card,InStore,,44,40,1,20241015,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105150,CUST7336,PROD1020,STORE131,2023-02-25,8,1640.64,20230225,Credit Card,InStore,,21,32,1,20230225,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105151,CUST4413,PROD1371,STORE142,2020-05-25,5,2741.85,20200525,Credit Card,InStore,,372,43,1,20200525,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105152,CUST10464,PROD1216,STORE156,2020-06-30,4,3739.48,20200630,Credit Card,InStore,,217,57,1,20200630,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105153,CUST8953,PROD1430,STORE144,2022-03-28,1,728.34,20220328,Credit Card,InStore,,431,45,1,20220328,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105154,CUST10032,PROD1036,STORE126,2020-12-16,9,1723.05,20201216,Credit Card,InStore,,37,27,1,20201216,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105155,CUST4208,PROD1007,STORE192,2025-04-23,7,6844.04,20250423,Credit Card,InStore,,8,93,1,20250423,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105156,CUST5909,PROD1210,STORE184,2021-06-17,5,1810.3,20210617,Credit Card,InStore,,211,85,1,20210617,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105157,CUST6652,PROD1488,STORE138,2022-06-04,3,1784.88,20220604,Credit Card,InStore,,489,39,1,20220604,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105158,CUST4477,PROD1369,STORE113,2023-08-31,7,1524.25,20230831,Credit Card,InStore,,370,14,1,20230831,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105159,CUST7054,PROD1074,STORE173,2023-01-16,1,992.09,20230116,Credit Card,InStore,,75,74,1,20230116,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105160,CUST10016,PROD1092,STORE165,2020-01-11,7,5314.47,20200111,Credit Card,InStore,,93,66,1,20200111,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105161,CUST3635,PROD1344,STORE146,2023-07-26,8,824.0,20230726,Credit Card,InStore,,345,47,1,20230726,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105162,CUST5760,PROD1206,STORE120,2021-11-20,9,2208.87,20211120,Credit Card,InStore,,207,21,1,20211120,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105163,CUST3039,PROD1298,STORE182,2022-06-21,7,2564.66,20220621,Credit Card,InStore,,299,83,1,20220621,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105164,CUST6781,PROD1465,STORE125,2023-08-07,6,292.79999999999995,20230807,Credit Card,InStore,,466,26,1,20230807,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105165,CUST4804,PROD1173,STORE175,2025-01-19,5,2908.85,20250119,Credit Card,InStore,,174,76,1,20250119,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105166,CUST8656,PROD1068,STORE199,2021-02-03,5,966.9,20210203,Credit Card,InStore,,69,100,1,20210203,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105167,CUST7751,PROD1018,STORE181,2021-05-03,5,4811.6,20210503,Credit Card,InStore,,19,82,1,20210503,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105168,CUST7070,PROD1419,STORE136,2022-06-26,6,1680.54,20220626,Credit Card,InStore,,420,37,1,20220626,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105169,CUST5746,PROD1310,STORE141,2023-06-26,8,6966.32,20230626,Credit Card,InStore,,311,42,1,20230626,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105170,CUST3096,PROD1309,STORE148,2023-12-09,8,1101.12,20231209,Credit Card,InStore,,310,49,1,20231209,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105171,CUST9042,PROD1488,STORE137,2021-10-30,1,429.42,20211030,Credit Card,InStore,,489,38,1,20211030,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105172,CUST2739,PROD1060,STORE147,2021-03-29,3,162.51,20210329,Credit Card,InStore,,61,48,1,20210329,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105173,CUST9324,PROD1206,STORE133,2024-11-18,2,1004.84,20241118,Credit Card,InStore,,207,34,1,20241118,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105174,CUST7140,PROD1492,STORE183,2020-01-24,4,631.8,20200124,Credit Card,InStore,,493,84,1,20200124,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105175,CUST7252,PROD1461,STORE165,2022-07-02,2,85.48,20220702,Credit Card,InStore,,462,66,1,20220702,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105176,CUST2230,PROD1113,STORE122,2023-03-24,2,375.62,20230324,Credit Card,InStore,,114,23,1,20230324,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105177,CUST4576,PROD1301,STORE147,2020-11-04,7,2817.78,20201104,Credit Card,InStore,,302,48,1,20201104,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105178,CUST4767,PROD1444,STORE137,2020-05-03,9,6323.67,20200503,Credit Card,InStore,,445,38,1,20200503,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105179,CUST1999,PROD1213,STORE185,2020-04-15,1,928.8,20200415,Credit Card,InStore,,214,86,1,20200415,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105180,CUST5522,PROD1399,STORE180,2020-09-04,2,1484.32,20200904,Credit Card,InStore,,400,81,1,20200904,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105181,CUST10979,PROD1397,STORE136,2022-01-31,6,1692.48,20220131,Credit Card,InStore,,398,37,1,20220131,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105182,CUST6014,PROD1241,STORE139,2025-08-19,8,3258.0,20250819,Credit Card,InStore,,242,40,1,20250819,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105183,CUST7695,PROD1109,STORE145,2024-08-14,2,288.24,20240814,Credit Card,InStore,,110,46,1,20240814,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105184,CUST9104,PROD1229,STORE185,2021-12-08,5,4884.95,20211208,Credit Card,InStore,,230,86,1,20211208,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105185,CUST1034,PROD1036,STORE103,2025-10-02,7,1974.56,20251002,Credit Card,InStore,,37,4,1,20251002,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105186,CUST5387,PROD1489,STORE197,2024-02-27,8,2894.56,20240227,Credit Card,InStore,,490,98,1,20240227,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105187,CUST6092,PROD1494,STORE183,2023-08-21,3,1712.8200000000002,20230821,Credit Card,InStore,,495,84,1,20230821,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105188,CUST6556,PROD1080,STORE152,2020-11-05,5,4112.799999999999,20201105,Credit Card,InStore,,81,53,1,20201105,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105189,CUST6819,PROD1438,STORE114,2025-04-23,4,2009.68,20250423,Credit Card,InStore,,439,15,1,20250423,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105190,CUST8565,PROD1260,STORE149,2021-08-21,9,3734.64,20210821,Credit Card,InStore,,261,50,1,20210821,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105191,CUST7454,PROD1478,STORE122,2024-09-02,5,3188.3,20240902,Credit Card,InStore,,479,23,1,20240902,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105192,CUST9438,PROD1292,STORE156,2020-09-21,6,3640.44,20200921,Credit Card,InStore,,293,57,1,20200921,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105193,CUST1191,PROD1083,STORE147,2020-08-04,7,4072.39,20200804,Credit Card,InStore,,84,48,1,20200804,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105194,CUST10913,PROD1185,STORE106,2023-04-12,6,1673.64,20230412,Credit Card,InStore,,186,7,1,20230412,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105195,CUST2071,PROD1422,STORE162,2022-01-28,5,4464.3,20220128,Credit Card,InStore,,423,63,1,20220128,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105196,CUST9075,PROD1293,STORE151,2021-09-25,9,1506.42,20210925,Credit Card,InStore,,294,52,1,20210925,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105197,CUST7386,PROD1196,STORE186,2025-07-07,3,742.86,20250707,Credit Card,InStore,,197,87,1,20250707,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105198,CUST7101,PROD1233,STORE168,2020-11-03,2,1587.62,20201103,Credit Card,InStore,,234,69,1,20201103,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105199,CUST2728,PROD1082,STORE125,2025-09-23,3,2843.7,20250923,Credit Card,InStore,,83,26,1,20250923,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105200,CUST8313,PROD1412,STORE113,2024-10-22,9,833.3100000000001,20241022,Credit Card,InStore,,413,14,1,20241022,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105201,CUST4837,PROD1381,STORE113,2025-12-10,4,2829.48,20251210,Credit Card,InStore,,382,14,1,20251210,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105202,CUST4112,PROD1095,STORE101,2021-01-03,1,407.25,20210103,Credit Card,InStore,,96,2,1,20210103,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105203,CUST1227,PROD1487,STORE140,2023-01-24,5,152.20000000000002,20230124,Credit Card,InStore,,488,41,1,20230124,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105204,CUST7627,PROD1193,STORE137,2021-01-10,3,1303.44,20210110,Credit Card,InStore,,194,38,1,20210110,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105205,CUST4707,PROD1102,STORE163,2021-10-17,3,891.54,20211017,Credit Card,InStore,,103,64,1,20211017,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105206,CUST3651,PROD1420,STORE190,2021-11-24,4,2530.76,20211124,Credit Card,InStore,,421,91,1,20211124,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105207,CUST2549,PROD1134,STORE199,2024-05-23,8,6409.36,20240523,Credit Card,InStore,,135,100,1,20240523,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105208,CUST2188,PROD1312,STORE137,2024-07-24,1,717.1,20240724,Credit Card,InStore,,313,38,1,20240724,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105209,CUST4370,PROD1075,STORE177,2025-08-05,5,4078.3,20250805,Credit Card,InStore,,76,78,1,20250805,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
SALE105210,CUST10496,PROD1169,STORE106,2024-04-16,8,4206.64,20240416,Credit Card,InStore,,170,7,1,20240416,Missing dimension keys,2025-08-22 14:52:02.335069,Missing keys: {'customer_key': np.int64(100026)}
