sale_id,customer_id,product_id,store_id,sale_date,quantity,total_amount
SALE103439,CUST3205,PROD1222,STORE151,2025-02-09,9,386.73
SALE103440,CUST1599,PROD1073,STORE193,2021-10-30,6,3550.32
SALE103441,CUST9841,PROD1206,STORE143,2020-09-11,6,3089.5199999999995
SALE103442,CUST2445,PROD1480,STORE114,2021-11-05,2,1888.62
SALE103443,CUST2464,PROD1172,STORE110,2021-01-01,5,3405.2
SALE103444,CUST6835,PROD1447,STORE184,2022-10-17,9,8370.0
SALE103445,CUST7332,PROD1169,STORE162,2025-05-11,6,758.16
SALE103446,CUST8832,PROD1481,STORE100,2020-02-14,6,2665.32
SALE103447,CUST6733,PROD1387,STORE133,2022-02-11,8,2830.08
SALE103448,CUST5200,PROD1417,STORE137,2022-01-06,5,4084.1
SALE103449,CUST9680,PROD1012,STORE167,2023-01-01,6,1248.0
SALE103450,CUST10396,PROD1051,STORE139,2023-05-25,4,477.08
SALE103451,CUST4938,PROD1006,STORE111,2020-11-27,4,3681.16
SALE103452,CUST6038,PROD1295,STORE178,2021-01-21,2,315.9
SALE103453,CUST8162,PROD1231,STORE137,2024-02-10,6,481.98
SALE103454,CUST9673,PROD1248,STORE191,2024-02-23,1,700.65
SALE103455,CUST9647,PROD1206,STORE164,2025-10-28,9,4132.4400000000005
SALE103456,CUST2548,PROD1128,STORE191,2025-11-16,6,3825.96
SALE103457,CUST9477,PROD1191,STORE112,2024-02-24,8,1547.04
SALE103458,CUST7412,PROD1124,STORE174,2020-09-16,7,6510.0
SALE103459,CUST10264,PROD1000,STORE133,2021-12-25,2,543.82
SALE103460,CUST9438,PROD1044,STORE110,2021-07-03,1,695.61
SALE103461,CUST4713,PROD1493,STORE141,2022-11-01,6,5698.9800000000005
SALE103462,CUST3705,PROD1317,STORE124,2022-11-26,4,2692.88
SALE103463,CUST10968,PROD1069,STORE161,2022-05-12,9,1421.55
SALE103464,CUST3487,PROD1145,STORE172,2022-01-04,8,3261.6
SALE103465,CUST3487,PROD1273,STORE120,2020-05-23,9,6288.03
SALE103466,CUST7905,PROD1072,STORE164,2025-04-27,4,255.16
SALE103467,CUST10213,PROD1225,STORE116,2023-03-13,4,777.32
SALE103468,CUST5931,PROD1416,STORE136,2020-10-07,2,859.7
SALE103469,CUST7614,PROD1335,STORE133,2022-05-19,1,261.4
SALE103470,CUST10007,PROD1490,STORE196,2022-06-27,2,981.54
SALE103471,CUST9916,PROD1287,STORE132,2021-01-29,9,6832.89
SALE103472,CUST8393,PROD1059,STORE158,2022-04-26,9,5781.33
SALE103473,CUST5052,PROD1331,STORE182,2020-04-13,6,5224.74
SALE103474,CUST1804,PROD1208,STORE183,2024-02-18,7,5193.09
SALE103475,CUST8916,PROD1302,STORE182,2022-05-23,3,2790.0
SALE103476,CUST4074,PROD1090,STORE132,2023-11-11,2,1311.16
SALE103477,CUST4834,PROD1439,STORE134,2024-02-14,5,2022.25
SALE103478,CUST9982,PROD1301,STORE140,2025-07-22,5,1245.0
SALE103479,CUST2582,PROD1286,STORE177,2023-04-20,4,1810.6
SALE103480,CUST6971,PROD1470,STORE141,2025-02-26,9,8913.960000000001
SALE103481,CUST7393,PROD1217,STORE118,2021-12-03,3,419.22
SALE103482,CUST3066,PROD1175,STORE144,2023-01-25,2,880.14
SALE103483,CUST5096,PROD1428,STORE125,2020-09-26,7,3007.34
SALE103484,CUST6787,PROD1103,STORE106,2025-09-07,9,2563.65
SALE103485,CUST3096,PROD1231,STORE165,2023-04-21,6,3545.5199999999995
SALE103486,CUST1726,PROD1251,STORE198,2024-04-03,2,1918.78
SALE103487,CUST9067,PROD1200,STORE116,2023-09-26,2,1190.14
SALE103488,CUST8932,PROD1465,STORE189,2020-01-07,2,990.8
SALE103489,CUST9203,PROD1454,STORE174,2022-04-17,1,523.65
SALE103490,CUST3672,PROD1302,STORE155,2020-02-27,9,8331.48
SALE103491,CUST6848,PROD1465,STORE152,2020-09-09,8,2165.52
SALE103492,CUST7300,PROD1432,STORE137,2020-08-05,1,28.6
SALE103493,CUST2486,PROD1211,STORE125,2025-09-23,5,3838.35
SALE103494,CUST9970,PROD1018,STORE120,2022-06-12,1,434.51
SALE103495,CUST5349,PROD1272,STORE159,2023-01-24,1,953.26
SALE103496,CUST8461,PROD1095,STORE129,2023-06-19,8,7618.88
SALE103497,CUST7370,PROD1203,STORE108,2021-10-03,7,549.36
SALE103498,CUST8270,PROD1369,STORE104,2020-09-19,6,2262.84
SALE103499,CUST5538,PROD1028,STORE165,2020-08-17,5,4928.2
SALE103500,CUST9437,PROD1249,STORE144,2021-10-25,3,2021.79
SALE103501,CUST3323,PROD1198,STORE128,2023-03-15,9,5909.22
SALE103502,CUST1636,PROD1393,STORE108,2023-12-31,9,5595.3
SALE103503,CUST6450,PROD1048,STORE116,2025-10-18,5,3512.4
SALE103504,CUST6425,PROD1292,STORE100,2022-12-18,9,2900.43
SALE103505,CUST9850,PROD1194,STORE190,2022-04-22,5,2021.2
SALE103506,CUST10009,PROD1173,STORE153,2023-12-27,7,6176.03
SALE103507,CUST1990,PROD1174,STORE145,2024-02-24,2,172.38
SALE103508,CUST3317,PROD1332,STORE120,2022-05-22,7,6511.610000000001
SALE103509,CUST6520,PROD1013,STORE123,2020-06-01,3,815.73
SALE103510,CUST3487,PROD1089,STORE146,2024-05-13,5,596.35
SALE103511,CUST1104,PROD1217,STORE138,2022-07-07,3,1288.86
SALE103512,CUST2005,PROD1106,STORE102,2024-03-03,1,353.76
SALE103513,CUST4133,PROD1184,STORE123,2025-02-03,7,2722.86
SALE103514,CUST5450,PROD1360,STORE187,2023-10-10,5,1672.2
SALE103515,CUST4677,PROD1358,STORE166,2021-11-06,3,386.97
SALE103516,CUST8389,PROD1329,STORE144,2023-02-21,9,4870.89
SALE103517,CUST3626,PROD1476,STORE186,2024-04-27,8,2075.36
SALE103518,CUST1203,PROD1496,STORE170,2023-04-19,8,239.28
SALE103519,CUST2745,PROD1463,STORE128,2020-06-09,9,6986.789999999999
SALE103520,CUST1777,PROD1036,STORE119,2023-12-03,8,3410.64
SALE103521,CUST5459,PROD1352,STORE177,2020-07-06,3,2779.02
SALE103522,CUST9980,PROD1418,STORE175,2025-07-23,3,2571.75
SALE103523,CUST10538,PROD1177,STORE186,2020-01-13,8,7785.52
SALE103524,CUST2076,PROD1443,STORE166,2025-07-17,7,1088.36
SALE103525,CUST10663,PROD1068,STORE160,2024-08-12,6,5143.5
SALE103526,CUST2396,PROD1036,STORE147,2020-08-26,9,1537.83
SALE103527,CUST3591,PROD1280,STORE111,2021-01-15,5,968.9
SALE103528,CUST8264,PROD1230,STORE183,2023-06-12,3,808.5
SALE103529,CUST7340,PROD1264,STORE129,2025-01-14,7,6117.44
SALE103530,CUST6272,PROD1392,STORE109,2024-08-18,9,7028.19
SALE103531,CUST6098,PROD1458,STORE111,2020-05-31,4,781.04
SALE103532,CUST3871,PROD1266,STORE104,2023-08-05,4,1023.72
SALE103533,CUST1648,PROD1380,STORE122,2024-08-05,8,5148.16
SALE103534,CUST9748,PROD1194,STORE150,2025-02-17,3,2198.46
SALE103535,CUST7965,PROD1362,STORE184,2022-01-17,2,1895.8
SALE103536,CUST6850,PROD1377,STORE120,2025-05-25,1,429.42
SALE103537,CUST8718,PROD1241,STORE149,2023-03-11,2,382.72
SALE103538,CUST8323,PROD1020,STORE121,2022-03-24,9,5233.14
SALE103539,CUST6163,PROD1368,STORE116,2025-11-19,2,1080.56
SALE103540,CUST2996,PROD1328,STORE111,2022-11-13,7,6593.72
SALE103541,CUST7776,PROD1158,STORE121,2020-01-01,9,6552.0
SALE103542,CUST8661,PROD1173,STORE133,2025-07-25,1,578.58
SALE103543,CUST1288,PROD1193,STORE180,2025-06-02,1,231.69
SALE103544,CUST10664,PROD1252,STORE111,2021-09-27,2,1385.74
SALE103545,CUST5079,PROD1277,STORE164,2025-03-01,7,2277.66
SALE103546,CUST5817,PROD1187,STORE147,2022-06-26,6,3577.86
SALE103547,CUST6836,PROD1320,STORE118,2023-06-29,7,6510.0
SALE103548,CUST6648,PROD1155,STORE117,2020-12-19,6,1673.64
SALE103549,CUST5213,PROD1462,STORE194,2020-11-21,2,860.88
SALE103550,CUST5427,PROD1343,STORE169,2020-01-21,2,637.66
SALE103551,CUST6340,PROD1008,STORE156,2023-04-19,2,1347.86
SALE103552,CUST10779,PROD1461,STORE101,2020-01-23,1,127.54
SALE103553,CUST2472,PROD1340,STORE178,2023-03-30,1,248.42
SALE103554,CUST5828,PROD1009,STORE146,2020-02-29,6,2665.32
SALE103555,CUST10124,PROD1197,STORE157,2021-03-17,8,2246.48
SALE103556,CUST1721,PROD1145,STORE164,2024-09-22,7,2159.92
SALE103557,CUST6273,PROD1208,STORE197,2024-07-09,3,2613.93
SALE103558,CUST6892,PROD1133,STORE161,2024-07-20,7,4376.82
SALE103559,CUST3145,PROD1486,STORE167,2020-10-26,1,420.52
SALE103560,CUST5321,PROD1491,STORE142,2022-09-11,3,2122.11
SALE103561,CUST10891,PROD1351,STORE184,2023-07-22,1,240.3
SALE103562,CUST2620,PROD1365,STORE191,2021-02-04,9,270.18
SALE103563,CUST5997,PROD1484,STORE106,2024-10-08,3,315.42
SALE103564,CUST9506,PROD1218,STORE161,2025-12-09,2,1484.32
SALE103565,CUST8779,PROD1170,STORE127,2022-01-01,7,1018.71
SALE103566,CUST5557,PROD1235,STORE180,2022-08-19,8,5826.72
SALE103567,CUST6146,PROD1080,STORE142,2024-06-29,7,5026.28
SALE103568,CUST1095,PROD1035,STORE161,2023-06-27,9,8035.74
SALE103569,CUST3010,PROD1373,STORE178,2021-05-23,6,1795.38
SALE103570,CUST1562,PROD1239,STORE187,2020-12-26,6,5154.9
SALE103571,CUST2253,PROD1315,STORE101,2021-06-06,2,1785.72
SALE103572,CUST8187,PROD1269,STORE121,2023-05-18,6,3434.16
SALE103573,CUST6372,PROD1454,STORE144,2024-11-24,9,5354.64
SALE103574,CUST5895,PROD1339,STORE122,2023-01-03,7,3041.36
SALE103575,CUST1947,PROD1084,STORE106,2024-09-10,3,2086.83
SALE103576,CUST1293,PROD1460,STORE175,2023-07-09,8,7856.08
SALE103577,CUST3699,PROD1373,STORE153,2021-04-11,6,4507.08
SALE103578,CUST4407,PROD1003,STORE124,2021-04-24,8,1342.56
SALE103579,CUST9324,PROD1163,STORE149,2023-08-18,5,2536.85
SALE103580,CUST5338,PROD1258,STORE127,2023-10-01,6,636.78
SALE103581,CUST2937,PROD1059,STORE197,2023-04-29,5,3413.0
SALE103582,CUST9684,PROD1004,STORE168,2022-04-01,5,3493.35
SALE103583,CUST5633,PROD1440,STORE175,2024-12-19,1,144.12
SALE103584,CUST3998,PROD1237,STORE162,2022-04-11,8,3305.36
SALE103585,CUST10984,PROD1370,STORE171,2020-12-16,4,265.12
SALE103586,CUST4936,PROD1145,STORE130,2022-12-27,1,649.11
SALE103587,CUST6859,PROD1165,STORE146,2023-07-17,4,2801.8
SALE103588,CUST8593,PROD1058,STORE176,2025-12-19,3,2585.8500000000004
SALE103589,CUST3408,PROD1269,STORE192,2022-07-29,2,1096.74
SALE103590,CUST2107,PROD1440,STORE189,2024-07-23,7,1517.53
SALE103591,CUST3147,PROD1453,STORE156,2021-09-21,6,1248.0
SALE103592,CUST8517,PROD1376,STORE159,2022-08-12,3,1406.82
SALE103593,CUST3538,PROD1416,STORE160,2022-04-16,5,108.0
SALE103594,CUST1727,PROD1497,STORE159,2020-09-15,8,170.48
SALE103595,CUST5889,PROD1464,STORE161,2024-01-18,8,4978.4
SALE103596,CUST10428,PROD1454,STORE101,2022-04-09,8,2319.84
SALE103597,CUST9620,PROD1490,STORE120,2021-05-13,1,751.3
SALE103598,CUST10686,PROD1126,STORE134,2020-08-18,7,6275.009999999999
SALE103599,CUST9498,PROD1100,STORE162,2020-09-22,3,1377.03
SALE103600,CUST5751,PROD1453,STORE139,2025-04-10,7,1527.96
SALE103601,CUST2535,PROD1157,STORE107,2022-10-07,7,4133.849999999999
SALE103602,CUST9068,PROD1307,STORE120,2021-08-07,5,2207.55
SALE103603,CUST8883,PROD1341,STORE130,2025-05-02,5,4726.1
SALE103604,CUST4354,PROD1225,STORE155,2025-02-07,5,1334.15
SALE103605,CUST10291,PROD1196,STORE162,2024-04-07,9,866.34
SALE103606,CUST6914,PROD1469,STORE177,2025-01-16,3,1648.29
SALE103607,CUST3844,PROD1429,STORE113,2022-08-24,1,442.66
SALE103608,CUST5421,PROD1125,STORE125,2025-09-01,9,4867.38
SALE103609,CUST7630,PROD1013,STORE132,2023-02-09,6,2523.12
SALE103610,CUST5621,PROD1100,STORE100,2020-03-19,2,1385.74
SALE103611,CUST9955,PROD1396,STORE116,2021-11-22,8,6026.08
SALE103612,CUST6371,PROD1461,STORE122,2025-08-06,9,8078.22
SALE103613,CUST9152,PROD1153,STORE184,2022-11-21,9,1872.0
SALE103614,CUST9794,PROD1147,STORE121,2025-03-27,5,4724.65
SALE103615,CUST2598,PROD1447,STORE193,2023-03-17,2,229.7
SALE103616,CUST8813,PROD1492,STORE168,2021-10-10,5,4000.35
SALE103617,CUST7994,PROD1037,STORE105,2025-01-14,5,1363.7
SALE103618,CUST4438,PROD1104,STORE152,2021-03-02,8,3071.76
SALE103619,CUST8191,PROD1286,STORE124,2021-09-02,7,2943.64
SALE103620,CUST6637,PROD1174,STORE100,2021-05-01,9,4136.58
SALE103621,CUST5314,PROD1112,STORE181,2020-01-23,9,5160.69
SALE103622,CUST6665,PROD1282,STORE174,2020-12-30,5,1699.05
SALE103623,CUST4135,PROD1286,STORE145,2023-09-19,3,2923.53
SALE103624,CUST6600,PROD1206,STORE164,2021-08-25,2,1785.72
SALE103625,CUST6615,PROD1006,STORE172,2024-02-12,3,412.92
SALE103626,CUST2311,PROD1198,STORE161,2022-12-24,4,1221.2
SALE103627,CUST4547,PROD1480,STORE146,2023-11-19,3,1324.53
SALE103628,CUST7531,PROD1125,STORE127,2022-10-25,2,1397.34
SALE103629,CUST2620,PROD1094,STORE106,2025-12-31,8,6783.52
SALE103630,CUST6514,PROD1139,STORE169,2020-01-06,4,2384.48
SALE103631,CUST6299,PROD1490,STORE144,2022-05-15,2,58.0
SALE103632,CUST1141,PROD1447,STORE178,2021-09-10,6,4110.0
SALE103633,CUST4688,PROD1338,STORE105,2022-06-13,3,624.0
SALE103634,CUST6562,PROD1332,STORE181,2022-06-15,7,198.38
SALE103635,CUST1301,PROD1338,STORE174,2022-09-17,7,561.12
SALE103636,CUST3947,PROD1035,STORE115,2020-11-27,1,440.07
SALE103637,CUST3496,PROD1256,STORE124,2020-10-09,9,2228.58
SALE103638,CUST10460,PROD1275,STORE103,2024-08-31,2,50.9
SALE103639,CUST7359,PROD1430,STORE176,2020-03-09,9,5757.3
SALE103640,CUST9463,PROD1164,STORE134,2025-05-16,9,696.51
SALE103641,CUST4584,PROD1139,STORE141,2021-03-05,8,1366.96
SALE103642,CUST2767,PROD1086,STORE176,2020-08-05,7,889.63
SALE103643,CUST9903,PROD1285,STORE161,2023-10-01,1,944.31
SALE103644,CUST7077,PROD1425,STORE130,2022-04-05,7,4596.06
SALE103645,CUST3589,PROD1002,STORE157,2025-04-09,2,217.24
SALE103646,CUST4999,PROD1455,STORE146,2025-04-09,5,3425.0
SALE103647,CUST5559,PROD1221,STORE105,2022-01-18,6,715.62
SALE103648,CUST10931,PROD1024,STORE164,2022-12-15,8,4733.76
SALE103649,CUST9294,PROD1338,STORE178,2021-02-20,3,915.9
SALE103650,CUST8638,PROD1426,STORE175,2023-01-24,4,3123.64
SALE103651,CUST2780,PROD1206,STORE190,2020-08-24,8,209.36
SALE103652,CUST8651,PROD1312,STORE186,2023-04-19,9,6077.97
SALE103653,CUST4397,PROD1443,STORE129,2025-01-21,1,109.22
SALE103654,CUST7833,PROD1258,STORE184,2023-03-21,7,3231.06
SALE103655,CUST3240,PROD1418,STORE110,2024-04-10,1,719.16
SALE103656,CUST5587,PROD1271,STORE150,2025-12-08,4,961.2
SALE103657,CUST4457,PROD1117,STORE196,2022-11-10,5,1398.55
SALE103658,CUST4890,PROD1010,STORE111,2024-02-11,5,108.0
SALE103659,CUST4765,PROD1264,STORE185,2023-11-06,7,2179.94
SALE103660,CUST4956,PROD1426,STORE111,2021-09-14,4,2293.64
SALE103661,CUST4769,PROD1031,STORE142,2025-10-19,1,928.8
SALE103662,CUST2682,PROD1084,STORE104,2020-05-22,4,871.0
SALE103663,CUST4241,PROD1165,STORE133,2022-08-30,4,1760.28
SALE103664,CUST2798,PROD1385,STORE138,2023-07-30,9,6161.22
SALE103665,CUST7372,PROD1216,STORE121,2021-04-25,9,1872.0
SALE103666,CUST1171,PROD1154,STORE122,2022-07-21,5,4846.4
SALE103667,CUST10969,PROD1068,STORE122,2022-08-15,5,331.4
SALE103668,CUST6024,PROD1297,STORE192,2022-10-31,5,2417.95
SALE103669,CUST7359,PROD1372,STORE160,2022-04-14,6,212.46
SALE103670,CUST7779,PROD1129,STORE180,2024-01-20,3,235.44
SALE103671,CUST6170,PROD1244,STORE111,2023-01-15,1,726.93
SALE103672,CUST6512,PROD1213,STORE173,2024-07-10,4,3977.84
SALE103673,CUST2619,PROD1131,STORE124,2022-06-25,3,1518.93
SALE103674,CUST9450,PROD1329,STORE187,2025-01-30,1,383.97
SALE103675,CUST1028,PROD1347,STORE115,2021-02-25,9,4265.639999999999
SALE103676,CUST4110,PROD1202,STORE149,2021-08-04,3,2590.71
SALE103677,CUST10464,PROD1264,STORE178,2024-01-16,8,6970.48
SALE103678,CUST3859,PROD1061,STORE150,2024-12-07,2,666.86
SALE103679,CUST9033,PROD1407,STORE101,2024-03-13,3,650.37
SALE103680,CUST3061,PROD1268,STORE193,2024-05-21,2,1587.62
SALE103681,CUST7689,PROD1157,STORE172,2020-08-24,6,5952.54
SALE103682,CUST3893,PROD1085,STORE186,2021-09-07,9,2454.66
SALE103683,CUST10587,PROD1087,STORE120,2020-08-30,6,157.02
SALE103684,CUST5590,PROD1119,STORE158,2020-07-28,8,4727.36
SALE103685,CUST2822,PROD1105,STORE195,2022-12-10,4,2103.32
SALE103686,CUST1064,PROD1355,STORE122,2022-08-26,6,1230.48
SALE103687,CUST7507,PROD1266,STORE132,2023-01-23,1,270.69
SALE103688,CUST7467,PROD1493,STORE135,2022-01-23,8,6010.4
SALE103689,CUST9830,PROD1127,STORE120,2022-11-14,4,2384.48
SALE103690,CUST6486,PROD1461,STORE116,2021-01-17,3,2859.66
SALE103691,CUST6248,PROD1353,STORE162,2021-10-01,5,900.65
SALE103692,CUST10748,PROD1255,STORE196,2025-09-20,6,1390.14
SALE103693,CUST5865,PROD1135,STORE135,2023-05-18,1,719.16
SALE103694,CUST7382,PROD1220,STORE190,2020-09-26,1,389.63
SALE103695,CUST5420,PROD1210,STORE168,2023-04-16,4,515.96
SALE103696,CUST6290,PROD1394,STORE167,2020-10-21,2,1163.54
SALE103697,CUST1355,PROD1142,STORE165,2023-08-13,2,463.38
SALE103698,CUST2148,PROD1142,STORE108,2020-01-25,3,1486.65
SALE103699,CUST10455,PROD1038,STORE166,2025-07-02,9,1321.2
SALE103700,CUST7302,PROD1344,STORE120,2022-08-07,9,3717.99
SALE103701,CUST8988,PROD1354,STORE171,2023-02-03,5,2958.6000000000004
SALE103702,CUST2731,PROD1208,STORE176,2023-02-24,5,2295.8
SALE103703,CUST2393,PROD1108,STORE153,2022-11-12,2,1679.14
SALE103704,CUST1490,PROD1208,STORE192,2024-07-16,7,5759.46
SALE103705,CUST4264,PROD1348,STORE134,2021-04-21,2,480.84
SALE103706,CUST10222,PROD1487,STORE101,2022-08-08,6,4452.96
SALE103707,CUST6665,PROD1203,STORE185,2024-01-21,6,4051.980000000001
SALE103708,CUST1285,PROD1466,STORE110,2024-03-10,5,2848.85
SALE103709,CUST2219,PROD1118,STORE108,2022-01-18,3,1929.24
SALE103710,CUST7001,PROD1037,STORE114,2023-07-23,6,4110.0
SALE103711,CUST7247,PROD1345,STORE183,2021-10-08,2,291.06
SALE103712,CUST9622,PROD1055,STORE112,2024-09-11,8,849.04
SALE103713,CUST2367,PROD1046,STORE114,2022-08-15,6,2579.1000000000004
SALE103714,CUST4307,PROD1059,STORE114,2021-10-01,1,621.7
SALE103715,CUST7176,PROD1270,STORE107,2022-04-13,3,277.77
SALE103716,CUST2266,PROD1135,STORE188,2020-08-01,5,2465.9
SALE103717,CUST4446,PROD1344,STORE169,2022-09-13,1,572.75
SALE103718,CUST2521,PROD1416,STORE182,2021-09-26,8,1101.12
SALE103719,CUST8961,PROD1297,STORE134,2023-10-14,2,265.16
SALE103720,CUST3889,PROD1122,STORE182,2025-11-04,4,621.92
SALE103721,CUST6477,PROD1345,STORE133,2020-10-03,3,1384.74
SALE103722,CUST7435,PROD1116,STORE169,2024-03-20,2,927.12
SALE103723,CUST4067,PROD1402,STORE127,2020-09-27,6,3728.76
SALE103724,CUST3425,PROD1460,STORE171,2025-11-19,5,131.35
SALE103725,CUST3132,PROD1178,STORE119,2024-04-09,7,4013.87
SALE103726,CUST1453,PROD1406,STORE183,2024-06-05,3,1206.3000000000002
SALE103727,CUST7932,PROD1460,STORE132,2023-01-17,1,187.81
SALE103728,CUST4846,PROD1118,STORE113,2025-04-17,1,260.76
SALE103729,CUST6000,PROD1372,STORE142,2025-11-05,2,1645.12
SALE103730,CUST1748,PROD1306,STORE118,2023-10-10,1,870.79
SALE103731,CUST5167,PROD1048,STORE180,2024-09-01,5,150.1
SALE103732,CUST3426,PROD1205,STORE195,2023-12-31,7,4328.240000000001
SALE103733,CUST3822,PROD1494,STORE139,2020-03-13,6,1800.54
SALE103734,CUST1932,PROD1077,STORE170,2025-12-04,7,3217.34
SALE103735,CUST9861,PROD1262,STORE140,2021-12-27,8,2319.84
SALE103736,CUST4603,PROD1080,STORE158,2021-09-29,6,3481.1400000000003
SALE103737,CUST10622,PROD1418,STORE170,2024-05-05,6,1556.52
SALE103738,CUST7211,PROD1436,STORE102,2021-08-10,9,5346.09
SALE103739,CUST4640,PROD1126,STORE162,2021-11-28,9,3717.99
SALE103740,CUST5189,PROD1171,STORE172,2024-05-27,5,4729.25
SALE103741,CUST2493,PROD1326,STORE184,2025-05-20,3,2971.32
SALE103742,CUST6678,PROD1075,STORE160,2025-12-01,5,4338.6
SALE103743,CUST3616,PROD1337,STORE164,2020-07-01,3,900.27
SALE103744,CUST2596,PROD1073,STORE157,2020-11-07,4,3961.76
SALE103745,CUST8778,PROD1230,STORE163,2021-12-28,8,5620.64
SALE103746,CUST2023,PROD1149,STORE127,2022-02-09,4,3838.28
SALE103747,CUST8416,PROD1484,STORE188,2022-05-15,6,745.98
SALE103748,CUST1013,PROD1270,STORE129,2022-09-03,8,6991.36
SALE103749,CUST10633,PROD1040,STORE121,2022-01-12,9,3058.29
SALE103750,CUST10850,PROD1072,STORE196,2024-08-25,9,7946.099999999999
SALE103751,CUST3714,PROD1001,STORE127,2023-11-23,3,1421.88
SALE103752,CUST3125,PROD1279,STORE112,2022-06-21,1,896.43
SALE103753,CUST8754,PROD1337,STORE128,2024-02-20,7,5757.92
SALE103754,CUST3647,PROD1344,STORE126,2020-04-10,7,6176.03
SALE103755,CUST2627,PROD1051,STORE116,2024-10-15,9,1845.72
SALE103756,CUST1567,PROD1125,STORE180,2023-09-06,2,905.3
SALE103757,CUST3133,PROD1442,STORE158,2025-08-19,9,8770.59
SALE103758,CUST3534,PROD1168,STORE169,2025-09-05,1,621.84
SALE103759,CUST6885,PROD1008,STORE191,2020-06-26,8,1664.0
SALE103760,CUST4271,PROD1317,STORE111,2023-06-01,2,1439.38
SALE103761,CUST3957,PROD1335,STORE170,2022-03-22,4,195.2
SALE103762,CUST8646,PROD1151,STORE165,2021-07-27,7,1356.46
SALE103763,CUST5515,PROD1498,STORE153,2022-10-03,6,2640.42
SALE103764,CUST2430,PROD1494,STORE179,2024-04-01,5,4761.8
SALE103765,CUST6250,PROD1159,STORE179,2025-02-04,2,1244.6
SALE103766,CUST4221,PROD1421,STORE175,2021-08-20,4,116.0
SALE103767,CUST9803,PROD1204,STORE192,2025-11-16,2,1938.56
SALE103768,CUST5095,PROD1388,STORE128,2025-11-05,8,4058.96
SALE103769,CUST4912,PROD1149,STORE154,2024-08-23,6,4241.1
SALE103770,CUST8548,PROD1220,STORE122,2021-07-05,9,3836.97
SALE103771,CUST9154,PROD1340,STORE132,2021-02-20,4,3510.96
SALE103772,CUST5195,PROD1242,STORE182,2021-02-14,3,2971.32
SALE103773,CUST3079,PROD1459,STORE179,2023-03-23,7,2722.86
SALE103774,CUST10265,PROD1384,STORE136,2024-03-16,7,6176.03
SALE103775,CUST4391,PROD1428,STORE132,2020-10-16,7,4062.8
SALE103776,CUST8275,PROD1318,STORE198,2023-06-12,1,726.93
SALE103777,CUST8983,PROD1050,STORE147,2020-09-17,7,1798.51
SALE103778,CUST3944,PROD1459,STORE109,2022-07-06,2,303.84
SALE103779,CUST10084,PROD1431,STORE177,2021-01-21,5,2344.7
SALE103780,CUST5052,PROD1066,STORE108,2024-05-26,5,2103.55
SALE103781,CUST5828,PROD1369,STORE119,2021-06-27,9,6165.0
SALE103782,CUST3854,PROD1056,STORE130,2025-08-20,4,385.04
SALE103783,CUST7180,PROD1370,STORE151,2022-12-29,2,58.0
SALE103784,CUST4105,PROD1220,STORE139,2023-12-25,4,3436.6
SALE103785,CUST7243,PROD1196,STORE158,2024-08-04,7,5814.55
SALE103786,CUST5478,PROD1274,STORE161,2021-01-27,7,621.11
SALE103787,CUST9730,PROD1267,STORE169,2024-01-03,3,2968.56
SALE103788,CUST2838,PROD1062,STORE190,2021-01-20,7,6510.0
SALE103789,CUST3776,PROD1021,STORE175,2025-05-20,6,4900.92
SALE103790,CUST1344,PROD1116,STORE124,2024-06-12,3,2007.6
SALE103791,CUST8630,PROD1090,STORE131,2021-11-11,8,175.36
SALE103792,CUST10436,PROD1166,STORE133,2023-01-27,9,8896.41
SALE103793,CUST1498,PROD1064,STORE169,2020-12-24,2,436.56
SALE103794,CUST6395,PROD1293,STORE150,2025-03-20,4,751.24
SALE103795,CUST10986,PROD1206,STORE137,2021-10-19,7,6933.08
SALE103796,CUST5394,PROD1189,STORE179,2020-03-03,2,804.2
SALE103797,CUST4322,PROD1255,STORE164,2020-11-03,1,930.0
SALE103798,CUST4741,PROD1005,STORE172,2024-04-16,6,1912.08
SALE103799,CUST7006,PROD1129,STORE184,2025-03-06,1,719.69
SALE103800,CUST2745,PROD1016,STORE109,2025-08-10,8,4974.72
SALE103801,CUST5599,PROD1360,STORE101,2024-09-27,1,434.48
SALE103802,CUST9270,PROD1413,STORE145,2022-05-08,1,98.71
SALE103803,CUST7009,PROD1212,STORE120,2023-12-07,9,6305.849999999999
SALE103804,CUST6327,PROD1082,STORE162,2023-10-16,9,8790.210000000001
SALE103805,CUST5850,PROD1297,STORE122,2020-10-30,2,1883.92
SALE103806,CUST9658,PROD1173,STORE127,2023-01-31,4,3483.16
SALE103807,CUST9191,PROD1282,STORE117,2022-05-03,7,6695.639999999999
SALE103808,CUST5491,PROD1414,STORE117,2023-07-15,4,1014.4
SALE103809,CUST9472,PROD1124,STORE150,2021-06-25,4,873.12
SALE103810,CUST9005,PROD1179,STORE160,2022-02-20,9,5910.03
SALE103811,CUST7717,PROD1178,STORE108,2020-12-30,8,1547.04
SALE103812,CUST2212,PROD1084,STORE127,2023-07-21,6,4743.96
SALE103813,CUST6227,PROD1385,STORE179,2020-03-31,6,939.96
SALE103814,CUST10903,PROD1361,STORE137,2021-01-17,7,889.63
SALE103815,CUST10612,PROD1296,STORE175,2024-12-20,7,3238.55
SALE103816,CUST2676,PROD1404,STORE146,2023-03-24,9,8781.93
