product_id,store_id,stock_level,last_updated,supplier_id
PROD1141,STORE143,303,2023-04-02,SUP149
PROD1079,STORE146,92,2024-02-15,SUP212
PROD1180,STORE119,55,2024-05-11,SUP144
PROD1431,STORE165,125,2025-06-26,SUP106
PROD1203,STORE191,113,2023-07-12,SUP170
PROD1498,STORE170,21,2024-02-12,SUP224
PROD1147,STORE125,333,2025-05-15,SUP267
PROD1221,STORE119,36,2025-06-24,SUP238
PROD1117,STORE126,68,2025-05-24,SUP171
PROD1217,STORE154,33,2024-05-23,SUP133
PROD1336,STORE179,268,2025-06-09,SUP217
PROD1365,STORE198,98,2025-06-06,SUP225
PROD1154,STORE181,267,2024-02-24,SUP118
PROD1349,STORE127,314,2024-12-20,SUP261
PROD1171,STORE181,140,2024-09-04,SUP129
PROD1129,STORE114,41,2025-02-26,SUP113
PROD1437,STORE133,223,2025-06-08,SUP252
PROD1201,STORE109,262,2023-10-10,SUP255
PROD1465,STORE108,399,2023-02-11,SUP292
PROD1178,STORE197,183,2025-07-07,SUP147
PROD1072,STORE110,125,2025-01-02,SUP197
PROD1394,STORE100,421,2023-07-01,SUP237
PROD1341,STORE138,297,2025-07-21,SUP182
PROD1426,STORE126,270,2024-08-05,SUP224
PROD1344,STORE154,119,2025-04-24,SUP144
PROD1047,STORE102,248,2024-02-28,SUP284
PROD1222,STORE142,70,2025-05-16,SUP113
PROD1490,STORE173,382,2025-02-18,SUP272
PROD1263,STORE126,52,2023-04-24,SUP234
PROD1401,STORE152,283,2024-08-06,SUP228
PROD1034,STORE152,371,2025-01-29,SUP252
PROD1405,STORE154,330,2024-03-01,SUP173
PROD1178,STORE171,81,2025-07-21,SUP223
PROD1385,STORE111,493,2024-08-08,SUP198
PROD1368,STORE123,53,2023-08-15,SUP245
PROD1335,STORE165,228,2023-07-01,SUP165
PROD1033,STORE185,98,2024-02-09,SUP214
PROD1111,STORE163,65,2024-01-11,SUP288
PROD1426,STORE143,73,2024-05-24,SUP280
PROD1077,STORE131,50,2025-01-02,SUP125
PROD1125,STORE110,369,2025-07-23,SUP275
PROD1115,STORE176,411,2024-09-04,SUP282
PROD1448,STORE125,90,2023-01-30,SUP284
PROD1353,STORE155,269,2023-06-18,SUP205
PROD1313,STORE190,305,2024-05-14,SUP191
PROD1229,STORE154,400,2024-07-06,SUP116
PROD1452,STORE171,318,2023-12-27,SUP216
PROD1218,STORE119,216,2023-03-16,SUP273
PROD1305,STORE142,495,2023-11-27,SUP161
PROD1425,STORE150,382,2025-02-21,SUP233
PROD1360,STORE157,298,2023-08-15,SUP293
PROD1072,STORE174,332,2023-02-08,SUP279
PROD1473,STORE157,354,2024-09-21,SUP222
PROD1303,STORE168,412,2025-04-25,SUP107
PROD1135,STORE133,496,2024-11-17,SUP157
PROD1000,STORE177,422,2023-10-27,SUP210
PROD1343,STORE190,376,2025-01-05,SUP254
PROD1076,STORE177,243,2023-02-11,SUP299
PROD1124,STORE101,200,2025-07-24,SUP171
PROD1487,STORE143,59,2024-03-16,SUP298
PROD1482,STORE163,236,2023-09-27,SUP285
PROD1363,STORE126,315,2024-08-28,SUP237
PROD1294,STORE103,101,2024-01-04,SUP108
PROD1167,STORE182,90,2024-07-09,SUP179
PROD1028,STORE157,194,2023-03-09,SUP122
PROD1022,STORE169,14,2025-02-15,SUP219
PROD1126,STORE143,247,2023-12-02,SUP147
PROD1165,STORE133,427,2023-04-03,SUP139
PROD1325,STORE187,222,2024-07-03,SUP221
PROD1492,STORE188,13,2025-03-24,SUP219
PROD1294,STORE164,336,2024-06-17,SUP210
PROD1120,STORE127,330,2025-05-30,SUP160
PROD1286,STORE123,259,2023-02-09,SUP183
PROD1096,STORE169,94,2024-06-03,SUP129
PROD1473,STORE143,172,2025-05-26,SUP184
PROD1186,STORE158,357,2024-02-01,SUP257
PROD1401,STORE134,104,2023-04-05,SUP132
PROD1350,STORE132,469,2024-02-17,SUP111
PROD1182,STORE121,17,2024-12-14,SUP236
PROD1076,STORE195,17,2025-01-21,SUP202
PROD1278,STORE108,181,2024-04-08,SUP237
PROD1268,STORE107,10,2024-06-20,SUP138
PROD1161,STORE139,470,2025-01-21,SUP235
PROD1291,STORE117,179,2023-08-06,SUP100
PROD1432,STORE125,98,2025-04-30,SUP167
PROD1329,STORE186,410,2024-11-06,SUP130
PROD1233,STORE152,401,2024-01-05,SUP293
PROD1462,STORE160,179,2024-11-17,SUP256
PROD1357,STORE107,392,2023-01-28,SUP282
PROD1351,STORE156,213,2024-06-02,SUP142
PROD1033,STORE166,443,2024-10-21,SUP206
PROD1272,STORE102,330,2024-02-08,SUP285
PROD1325,STORE110,262,2024-05-29,SUP267
PROD1317,STORE183,191,2025-01-09,SUP203
PROD1470,STORE194,282,2024-12-05,SUP227
PROD1369,STORE111,230,2024-04-01,SUP293
PROD1479,STORE173,257,2024-06-20,SUP220
PROD1087,STORE156,52,2024-06-07,SUP184
PROD1227,STORE103,357,2024-09-30,SUP210
PROD1056,STORE184,208,2024-08-07,SUP286
PROD1246,STORE175,434,2024-01-29,SUP122
PROD1431,STORE113,203,2023-07-20,SUP265
PROD1222,STORE133,375,2023-02-07,SUP286
PROD1455,STORE169,264,2024-12-19,SUP239
PROD1386,STORE164,293,2023-08-29,SUP259
PROD1252,STORE107,313,2023-02-26,SUP122
PROD1399,STORE131,75,2023-10-26,SUP109
PROD1472,STORE121,480,2023-10-21,SUP123
PROD1041,STORE141,410,2024-06-17,SUP263
PROD1240,STORE173,263,2024-01-24,SUP211
PROD1108,STORE164,360,2024-04-17,SUP264
PROD1344,STORE109,3,2023-12-08,SUP181
PROD1355,STORE101,266,2024-02-28,SUP220
PROD1093,STORE102,65,2024-01-27,SUP198
PROD1119,STORE111,100,2023-04-27,SUP162
PROD1460,STORE170,106,2025-05-16,SUP244
PROD1301,STORE170,474,2024-02-25,SUP220
PROD1313,STORE142,223,2024-04-10,SUP257
PROD1083,STORE178,295,2023-10-26,SUP107
PROD1160,STORE121,220,2024-04-25,SUP208
PROD1241,STORE179,205,2025-05-08,SUP142
PROD1365,STORE135,30,2025-01-19,SUP101
PROD1075,STORE174,39,2025-03-11,SUP105
PROD1019,STORE112,380,2023-08-04,SUP196
PROD1237,STORE172,43,2023-01-07,SUP269
PROD1249,STORE182,146,2024-08-02,SUP181
PROD1321,STORE124,185,2025-04-04,SUP253
PROD1235,STORE151,439,2025-03-11,SUP132
PROD1420,STORE118,406,2023-10-08,SUP260
PROD1217,STORE100,262,2024-02-19,SUP196
PROD1432,STORE173,211,2025-05-18,SUP206
PROD1002,STORE168,21,2024-07-03,SUP183
PROD1345,STORE104,210,2023-08-04,SUP102
PROD1150,STORE130,165,2024-10-19,SUP258
PROD1192,STORE129,56,2024-03-14,SUP254
PROD1243,STORE128,190,2023-03-08,SUP113
PROD1104,STORE136,433,2023-11-17,SUP235
PROD1034,STORE189,190,2025-03-18,SUP176
PROD1426,STORE176,197,2024-02-19,SUP242
PROD1325,STORE127,490,2025-07-13,SUP242
PROD1295,STORE107,341,2024-05-03,SUP266
PROD1457,STORE179,179,2025-06-16,SUP291
PROD1455,STORE179,19,2024-07-25,SUP146
PROD1058,STORE124,378,2023-01-11,SUP166
PROD1196,STORE187,41,2024-02-05,SUP229
PROD1370,STORE107,165,2024-04-08,SUP296
PROD1308,STORE107,31,2025-03-18,SUP206
PROD1009,STORE114,442,2023-08-28,SUP164
PROD1306,STORE185,166,2025-03-24,SUP181
PROD1319,STORE133,343,2025-04-11,SUP299
PROD1173,STORE115,493,2023-01-11,SUP203
PROD1052,STORE102,376,2024-11-12,SUP182
PROD1065,STORE103,307,2023-06-20,SUP101
PROD1024,STORE176,437,2024-07-03,SUP252
PROD1432,STORE174,19,2024-06-27,SUP239
PROD1426,STORE176,111,2024-09-28,SUP145
PROD1410,STORE187,311,2025-02-07,SUP230
PROD1167,STORE146,241,2024-07-06,SUP172
PROD1104,STORE141,312,2024-09-11,SUP137
PROD1439,STORE177,56,2025-04-09,SUP292
PROD1313,STORE129,109,2023-09-05,SUP273
PROD1387,STORE118,305,2024-06-21,SUP258
PROD1048,STORE153,492,2023-08-03,SUP271
PROD1339,STORE180,124,2024-05-15,SUP236
PROD1458,STORE130,478,2023-10-28,SUP124
PROD1378,STORE170,156,2024-06-04,SUP240
PROD1291,STORE107,298,2024-10-30,SUP178
PROD1448,STORE118,229,2025-04-06,SUP226
PROD1239,STORE180,386,2024-04-27,SUP247
PROD1071,STORE150,229,2023-09-07,SUP144
PROD1478,STORE101,133,2023-04-07,SUP259
PROD1296,STORE181,61,2023-07-16,SUP104
PROD1467,STORE187,30,2025-02-11,SUP231
PROD1095,STORE186,14,2024-06-02,SUP262
PROD1018,STORE170,256,2025-01-13,SUP290
PROD1036,STORE184,224,2024-07-19,SUP166
PROD1279,STORE129,473,2023-08-23,SUP287
PROD1047,STORE172,258,2025-01-22,SUP234
PROD1235,STORE106,77,2024-01-16,SUP281
PROD1167,STORE121,151,2023-08-09,SUP299
PROD1234,STORE108,94,2025-05-22,SUP272
PROD1479,STORE172,24,2024-05-30,SUP201
PROD1231,STORE195,391,2024-04-13,SUP282
PROD1218,STORE140,169,2024-07-07,SUP159
PROD1259,STORE115,57,2024-01-09,SUP101
PROD1064,STORE111,114,2023-11-15,SUP251
PROD1427,STORE194,304,2024-11-01,SUP197
PROD1248,STORE171,457,2024-11-21,SUP228
PROD1482,STORE184,387,2023-05-10,SUP210
PROD1154,STORE183,242,2023-04-03,SUP194
PROD1215,STORE153,485,2023-11-06,SUP115
PROD1056,STORE183,86,2025-06-17,SUP146
PROD1133,STORE174,186,2024-07-29,SUP146
PROD1246,STORE121,133,2023-09-26,SUP158
PROD1460,STORE100,130,2023-10-22,SUP182
PROD1141,STORE185,467,2024-02-14,SUP261
PROD1229,STORE154,64,2023-04-24,SUP135
PROD1248,STORE192,49,2024-05-09,SUP159
PROD1481,STORE168,42,2025-04-28,SUP122
PROD1081,STORE126,119,2025-04-05,SUP217
PROD1209,STORE178,203,2024-04-22,SUP153
PROD1427,STORE198,460,2024-09-09,SUP132
PROD1373,STORE119,392,2025-01-04,SUP269
PROD1124,STORE186,481,2024-03-09,SUP237
PROD1380,STORE154,176,2025-07-12,SUP170
PROD1448,STORE153,223,2024-01-11,SUP170
PROD1409,STORE162,101,2024-08-01,SUP175
PROD1331,STORE191,67,2024-08-04,SUP258
PROD1423,STORE110,397,2024-06-10,SUP250
PROD1370,STORE192,227,2023-03-15,SUP162
PROD1217,STORE190,37,2024-10-23,SUP164
PROD1048,STORE111,120,2025-03-01,SUP160
PROD1152,STORE138,268,2025-03-31,SUP271
PROD1200,STORE176,298,2025-04-01,SUP291
PROD1094,STORE132,299,2024-02-15,SUP203
PROD1129,STORE171,445,2024-09-16,SUP239
PROD1479,STORE150,319,2023-09-25,SUP160
PROD1278,STORE173,148,2023-05-05,SUP174
PROD1409,STORE104,495,2025-07-16,SUP180
PROD1096,STORE156,279,2023-09-25,SUP233
PROD1448,STORE194,201,2023-02-14,SUP286
PROD1380,STORE156,77,2025-01-09,SUP253
PROD1285,STORE115,355,2024-12-08,SUP250
PROD1116,STORE186,85,2023-10-09,SUP161
PROD1447,STORE198,404,2025-01-20,SUP240
PROD1096,STORE141,455,2025-04-09,SUP225
PROD1090,STORE137,15,2024-11-09,SUP126
PROD1361,STORE184,421,2025-05-17,SUP272
PROD1480,STORE153,281,2025-06-21,SUP183
PROD1061,STORE169,398,2024-06-18,SUP129
PROD1239,STORE161,235,2023-04-14,SUP197
PROD1412,STORE171,262,2025-04-16,SUP183
PROD1259,STORE101,158,2023-03-12,SUP178
PROD1432,STORE170,349,2023-08-20,SUP191
PROD1163,STORE113,77,2024-04-05,SUP240
PROD1138,STORE120,131,2023-05-16,SUP289
PROD1216,STORE190,62,2025-03-05,SUP168
PROD1025,STORE124,207,2024-01-28,SUP233
PROD1236,STORE148,72,2023-07-27,SUP128
PROD1438,STORE140,473,2024-01-19,SUP228
PROD1234,STORE194,423,2024-04-24,SUP290
PROD1226,STORE118,118,2023-09-25,SUP248
PROD1290,STORE138,465,2023-12-22,SUP179
PROD1445,STORE164,352,2025-03-02,SUP206
PROD1253,STORE105,435,2025-03-09,SUP184
PROD1483,STORE182,122,2023-05-17,SUP213
PROD1053,STORE121,320,2024-05-13,SUP257
PROD1245,STORE194,55,2023-06-20,SUP167
PROD1269,STORE102,228,2023-10-23,SUP186
PROD1053,STORE138,125,2025-03-01,SUP215
PROD1460,STORE183,0,2023-06-05,SUP257
PROD1276,STORE115,86,2023-01-24,SUP248
PROD1262,STORE164,366,2024-09-02,SUP198
PROD1126,STORE122,343,2023-10-12,SUP150
PROD1415,STORE172,40,2024-01-23,SUP137
PROD1188,STORE189,124,2024-12-29,SUP262
PROD1041,STORE164,53,2024-06-29,SUP260
PROD1474,STORE194,245,2025-07-10,SUP150
PROD1003,STORE140,213,2023-05-14,SUP190
PROD1259,STORE126,425,2023-02-09,SUP171
PROD1398,STORE170,213,2025-04-13,SUP211
PROD1352,STORE106,157,2024-06-12,SUP265
PROD1449,STORE110,347,2024-02-02,SUP296
PROD1398,STORE115,398,2024-02-06,SUP228
PROD1265,STORE188,190,2024-07-29,SUP226
PROD1186,STORE133,294,2023-01-20,SUP246
PROD1212,STORE153,1,2023-07-18,SUP213
PROD1119,STORE180,361,2023-12-10,SUP128
PROD1099,STORE114,172,2025-06-14,SUP277
PROD1422,STORE100,229,2023-12-25,SUP278
PROD1185,STORE144,64,2024-02-03,SUP124
PROD1036,STORE151,327,2024-01-29,SUP207
PROD1014,STORE165,240,2025-03-14,SUP149
PROD1418,STORE174,476,2023-11-25,SUP213
PROD1039,STORE148,181,2023-10-07,SUP289
PROD1272,STORE109,470,2023-08-17,SUP104
PROD1302,STORE138,330,2025-07-06,SUP288
PROD1262,STORE133,48,2024-12-21,SUP184
PROD1287,STORE145,471,2025-01-29,SUP224
PROD1341,STORE111,298,2024-05-18,SUP158
PROD1008,STORE165,242,2023-11-27,SUP262
PROD1050,STORE151,399,2025-03-20,SUP101
PROD1400,STORE192,372,2023-11-04,SUP139
PROD1018,STORE179,281,2024-08-13,SUP150
PROD1334,STORE118,427,2023-11-20,SUP197
PROD1002,STORE192,87,2023-07-07,SUP191
PROD1084,STORE116,473,2025-04-02,SUP109
PROD1095,STORE150,361,2024-09-23,SUP246
PROD1177,STORE136,487,2023-01-15,SUP201
PROD1389,STORE126,325,2023-01-05,SUP277
PROD1024,STORE142,267,2024-12-25,SUP123
PROD1052,STORE194,434,2025-07-04,SUP237
PROD1032,STORE167,334,2025-03-07,SUP177
PROD1387,STORE190,74,2023-09-19,SUP203
PROD1118,STORE150,373,2023-06-22,SUP237
PROD1401,STORE179,293,2023-02-05,SUP119
PROD1309,STORE172,143,2023-05-02,SUP148
PROD1011,STORE126,235,2025-03-02,SUP253
PROD1462,STORE136,411,2024-01-25,SUP105
PROD1220,STORE184,129,2024-08-07,SUP116
PROD1073,STORE185,331,2025-07-14,SUP136
PROD1135,STORE132,17,2025-06-06,SUP107
PROD1049,STORE127,53,2023-06-30,SUP217
PROD1049,STORE129,471,2025-03-04,SUP224
PROD1108,STORE143,254,2023-06-21,SUP202
PROD1143,STORE137,278,2024-08-30,SUP134
PROD1007,STORE128,85,2025-03-26,SUP134
PROD1356,STORE130,436,2024-05-14,SUP170
PROD1099,STORE100,37,2023-04-28,SUP203
PROD1183,STORE108,469,2024-10-09,SUP183
PROD1445,STORE153,409,2023-10-23,SUP243
PROD1383,STORE198,325,2023-07-15,SUP201
PROD1015,STORE153,204,2023-10-03,SUP144
PROD1281,STORE170,367,2025-05-11,SUP297
PROD1212,STORE158,167,2025-06-03,SUP156
PROD1141,STORE165,446,2023-05-21,SUP179
PROD1117,STORE164,233,2025-01-13,SUP231
PROD1349,STORE168,361,2024-01-02,SUP219
PROD1412,STORE189,280,2023-08-02,SUP292
PROD1072,STORE115,123,2024-07-10,SUP235
PROD1156,STORE188,232,2023-05-14,SUP218
PROD1128,STORE128,457,2023-08-25,SUP126
PROD1303,STORE168,83,2024-08-14,SUP221
PROD1370,STORE113,373,2023-03-02,SUP143
PROD1023,STORE113,253,2024-12-02,SUP208
PROD1444,STORE103,206,2024-10-23,SUP224
PROD1151,STORE187,204,2023-08-14,SUP265
PROD1193,STORE182,307,2024-01-25,SUP161
PROD1438,STORE112,407,2023-03-01,SUP208
PROD1419,STORE126,480,2023-09-27,SUP195
PROD1031,STORE186,131,2025-04-04,SUP136
PROD1350,STORE183,210,2025-05-02,SUP146
PROD1365,STORE175,383,2024-08-17,SUP116
PROD1245,STORE173,124,2024-04-02,SUP262
PROD1305,STORE119,116,2024-05-07,SUP180
PROD1419,STORE156,162,2023-11-20,SUP256
PROD1450,STORE142,498,2024-01-17,SUP222
PROD1491,STORE179,34,2025-05-27,SUP253
PROD1481,STORE137,128,2024-12-06,SUP269
PROD1467,STORE199,110,2024-05-05,SUP299
PROD1072,STORE111,72,2024-05-02,SUP233
PROD1281,STORE158,272,2024-07-16,SUP110
PROD1316,STORE118,420,2023-04-20,SUP103
PROD1036,STORE111,97,2023-11-11,SUP290
PROD1070,STORE180,173,2025-03-24,SUP152
PROD1498,STORE140,80,2024-09-24,SUP231
PROD1081,STORE127,229,2023-04-12,SUP109
PROD1435,STORE156,137,2023-09-15,SUP244
PROD1120,STORE192,454,2023-02-16,SUP188
PROD1415,STORE129,276,2024-11-12,SUP174
PROD1229,STORE181,222,2024-11-30,SUP207
PROD1373,STORE199,130,2025-07-21,SUP112
PROD1492,STORE174,72,2023-04-30,SUP243
PROD1402,STORE185,378,2024-07-01,SUP155
PROD1031,STORE119,283,2025-06-25,SUP104
PROD1184,STORE158,369,2025-07-10,SUP271
PROD1471,STORE118,45,2024-11-22,SUP279
PROD1427,STORE190,425,2025-03-17,SUP183
PROD1259,STORE181,177,2025-06-29,SUP169
PROD1018,STORE112,48,2023-03-05,SUP171
PROD1019,STORE149,473,2023-02-19,SUP155
PROD1374,STORE105,99,2025-06-17,SUP192
PROD1235,STORE162,372,2024-08-08,SUP266
PROD1306,STORE163,35,2025-01-28,SUP156
PROD1400,STORE140,78,2023-03-08,SUP205
PROD1340,STORE126,35,2024-04-20,SUP173
PROD1214,STORE147,377,2023-12-01,SUP212
PROD1327,STORE184,266,2024-05-05,SUP164
PROD1437,STORE174,152,2024-06-21,SUP229
PROD1387,STORE118,354,2025-03-10,SUP167
PROD1215,STORE119,215,2024-12-10,SUP225
PROD1211,STORE156,477,2023-12-18,SUP115
PROD1196,STORE145,374,2024-04-28,SUP296
PROD1369,STORE122,324,2023-10-24,SUP117
PROD1075,STORE107,340,2024-03-28,SUP107
PROD1389,STORE117,108,2024-08-12,SUP204
PROD1154,STORE146,310,2023-12-01,SUP262
PROD1371,STORE157,163,2023-01-17,SUP210
PROD1051,STORE198,283,2024-03-03,SUP258
PROD1165,STORE180,441,2024-02-09,SUP164
PROD1438,STORE197,30,2023-02-18,SUP227
PROD1349,STORE118,79,2023-05-20,SUP224
PROD1298,STORE100,473,2025-01-15,SUP156
PROD1235,STORE182,349,2025-03-14,SUP200
PROD1382,STORE184,481,2024-05-05,SUP169
PROD1475,STORE164,34,2024-09-30,SUP183
PROD1098,STORE191,255,2024-08-19,SUP268
PROD1413,STORE182,84,2023-07-28,SUP297
PROD1409,STORE127,201,2025-06-05,SUP266
PROD1023,STORE191,129,2023-10-24,SUP280
PROD1314,STORE181,261,2024-07-11,SUP276
PROD1327,STORE127,250,2024-08-18,SUP283
PROD1179,STORE133,101,2023-09-18,SUP110
PROD1196,STORE132,1,2023-07-14,SUP170
PROD1482,STORE171,313,2024-05-09,SUP183
PROD1176,STORE104,312,2024-01-03,SUP216
PROD1099,STORE116,154,2023-12-24,SUP255
PROD1236,STORE110,308,2024-12-09,SUP193
PROD1236,STORE161,302,2024-09-26,SUP241
PROD1376,STORE184,365,2025-02-13,SUP134
PROD1475,STORE103,396,2025-07-22,SUP131
PROD1494,STORE124,158,2024-11-05,SUP296
PROD1367,STORE116,459,2024-05-15,SUP121
PROD1027,STORE108,308,2024-02-29,SUP119
PROD1311,STORE156,149,2023-07-08,SUP180
PROD1483,STORE157,273,2024-07-26,SUP280
PROD1232,STORE160,247,2025-05-15,SUP247
PROD1206,STORE115,316,2024-07-14,SUP292
PROD1215,STORE124,175,2023-04-12,SUP280
PROD1235,STORE130,17,2024-12-01,SUP169
PROD1471,STORE192,6,2024-12-16,SUP119
PROD1383,STORE109,6,2025-01-07,SUP164
PROD1238,STORE183,495,2024-07-06,SUP219
PROD1322,STORE174,389,2024-02-22,SUP213
PROD1412,STORE195,256,2024-04-25,SUP192
PROD1418,STORE150,74,2023-03-06,SUP266
PROD1346,STORE178,230,2024-08-14,SUP258
PROD1055,STORE176,301,2023-07-24,SUP222
PROD1352,STORE192,202,2023-09-21,SUP197
PROD1119,STORE194,250,2024-09-09,SUP297
PROD1068,STORE122,70,2024-02-23,SUP237
PROD1132,STORE117,145,2023-08-04,SUP211
PROD1493,STORE180,477,2023-05-02,SUP108
PROD1222,STORE149,139,2024-03-23,SUP247
PROD1000,STORE186,418,2024-08-12,SUP119
PROD1070,STORE195,449,2024-10-24,SUP267
PROD1014,STORE122,261,2023-08-20,SUP254
PROD1069,STORE199,211,2024-04-16,SUP229
PROD1035,STORE145,42,2024-09-16,SUP247
PROD1285,STORE113,110,2024-07-07,SUP154
PROD1414,STORE151,497,2025-04-03,SUP140
PROD1252,STORE127,48,2025-06-01,SUP135
PROD1051,STORE161,25,2023-08-20,SUP203
PROD1278,STORE133,311,2024-08-17,SUP239
PROD1179,STORE120,218,2023-09-18,SUP274
PROD1012,STORE147,20,2023-01-19,SUP200
PROD1241,STORE149,12,2024-12-05,SUP186
PROD1291,STORE197,267,2025-03-15,SUP299
PROD1159,STORE109,492,2025-02-02,SUP231
PROD1039,STORE128,249,2023-11-07,SUP108
PROD1428,STORE197,270,2024-02-22,SUP227
PROD1266,STORE123,480,2024-01-30,SUP219
PROD1034,STORE143,128,2023-12-19,SUP186
PROD1091,STORE156,47,2025-05-15,SUP264
PROD1291,STORE103,147,2023-11-16,SUP244
PROD1451,STORE104,26,2023-01-04,SUP205
PROD1115,STORE105,156,2023-08-27,SUP167
PROD1238,STORE191,3,2023-09-24,SUP186
PROD1265,STORE167,73,2024-02-14,SUP152
PROD1007,STORE161,61,2023-08-09,SUP198
PROD1197,STORE162,475,2025-01-04,SUP217
PROD1339,STORE141,16,2025-02-10,SUP294
PROD1354,STORE181,462,2023-03-12,SUP278
PROD1203,STORE177,379,2024-01-02,SUP123
PROD1038,STORE198,69,2023-01-01,SUP144
PROD1422,STORE166,482,2023-05-20,SUP136
PROD1449,STORE175,148,2024-03-25,SUP178
PROD1143,STORE192,139,2023-11-30,SUP194
PROD1421,STORE189,428,2023-01-04,SUP181
PROD1039,STORE108,137,2024-06-18,SUP207
PROD1445,STORE196,128,2024-10-21,SUP202
PROD1119,STORE193,210,2024-07-21,SUP213
PROD1345,STORE166,262,2024-12-19,SUP154
PROD1364,STORE153,11,2023-03-25,SUP152
PROD1099,STORE198,6,2023-02-28,SUP130
PROD1380,STORE147,452,2025-01-19,SUP200
PROD1158,STORE189,318,2025-01-24,SUP143
PROD1336,STORE100,187,2023-10-07,SUP245
PROD1455,STORE140,382,2025-03-16,SUP172
PROD1185,STORE120,307,2024-01-28,SUP106
PROD1407,STORE163,8,2025-07-06,SUP149
PROD1163,STORE152,343,2024-03-25,SUP177
PROD1204,STORE168,151,2025-03-22,SUP240
PROD1027,STORE161,473,2024-01-25,SUP186
PROD1149,STORE171,299,2025-04-24,SUP128
PROD1443,STORE161,435,2024-07-10,SUP165
PROD1311,STORE137,36,2024-03-25,SUP101
PROD1376,STORE144,216,2024-10-17,SUP193
PROD1372,STORE157,390,2023-06-09,SUP215
PROD1425,STORE127,391,2023-04-30,SUP220
PROD1482,STORE189,260,2023-01-15,SUP184
PROD1148,STORE153,457,2024-09-21,SUP200
PROD1359,STORE170,316,2024-09-11,SUP240
PROD1187,STORE139,278,2024-03-02,SUP130
PROD1151,STORE196,214,2023-12-11,SUP205
PROD1455,STORE183,204,2023-08-04,SUP203
PROD1056,STORE166,91,2024-07-25,SUP276
PROD1208,STORE185,263,2025-04-06,SUP136
PROD1183,STORE160,53,2023-09-30,SUP221
PROD1473,STORE162,420,2024-01-04,SUP106
PROD1197,STORE140,209,2025-04-14,SUP117
PROD1010,STORE113,392,2025-03-15,SUP228
PROD1467,STORE198,327,2024-06-09,SUP205
PROD1093,STORE143,389,2023-11-26,SUP281
PROD1125,STORE132,154,2024-08-05,SUP262
PROD1119,STORE149,365,2024-03-29,SUP131
PROD1339,STORE174,474,2024-06-08,SUP249
PROD1167,STORE101,15,2025-01-20,SUP253
PROD1396,STORE154,319,2023-07-04,SUP276
PROD1247,STORE108,272,2023-02-20,SUP282
PROD1101,STORE156,85,2024-04-12,SUP186
PROD1032,STORE147,39,2025-07-01,SUP276
PROD1406,STORE164,413,2023-11-02,SUP209
PROD1009,STORE172,365,2023-08-17,SUP110
PROD1303,STORE105,84,2023-11-27,SUP296
PROD1028,STORE143,204,2023-08-04,SUP152
PROD1471,STORE139,268,2024-05-05,SUP122
PROD1398,STORE187,224,2023-11-26,SUP116
PROD1105,STORE121,350,2025-01-30,SUP182
PROD1245,STORE156,266,2024-08-01,SUP263
PROD1164,STORE123,321,2025-05-30,SUP202
PROD1255,STORE188,425,2024-05-09,SUP173
PROD1337,STORE186,66,2023-02-12,SUP218
PROD1305,STORE155,177,2025-04-22,SUP105
PROD1256,STORE194,348,2023-12-17,SUP108
PROD1122,STORE168,31,2024-12-28,SUP273
PROD1297,STORE169,242,2024-08-21,SUP173
PROD1141,STORE123,325,2024-05-17,SUP213
PROD1104,STORE146,220,2023-12-28,SUP101
PROD1032,STORE143,9,2023-09-14,SUP282
PROD1416,STORE161,296,2024-09-19,SUP271
PROD1423,STORE196,40,2025-07-07,SUP129
PROD1345,STORE197,109,2024-11-06,SUP256
PROD1472,STORE169,364,2023-11-06,SUP122
PROD1340,STORE100,299,2024-03-31,SUP110
PROD1226,STORE115,338,2024-08-09,SUP138
PROD1289,STORE126,325,2024-10-19,SUP100
PROD1025,STORE168,212,2024-12-14,SUP237
PROD1274,STORE114,443,2023-11-28,SUP176
PROD1080,STORE142,25,2024-06-28,SUP122
PROD1323,STORE127,450,2024-06-24,SUP197
PROD1001,STORE184,167,2025-02-01,SUP116
PROD1115,STORE172,123,2023-04-17,SUP224
PROD1118,STORE187,428,2023-04-05,SUP238
PROD1227,STORE166,36,2024-07-29,SUP183
PROD1313,STORE102,311,2023-05-20,SUP277
PROD1179,STORE149,38,2024-10-01,SUP160
PROD1054,STORE156,170,2023-09-16,SUP109
PROD1016,STORE152,206,2024-08-11,SUP220
PROD1005,STORE143,82,2025-01-18,SUP181
PROD1145,STORE102,161,2025-07-23,SUP293
PROD1020,STORE113,65,2024-04-28,SUP104
PROD1243,STORE132,47,2023-10-07,SUP134
PROD1150,STORE162,51,2023-04-01,SUP148
PROD1359,STORE159,268,2023-03-18,SUP208
PROD1254,STORE141,253,2023-07-04,SUP284
PROD1343,STORE174,422,2023-07-23,SUP107
PROD1399,STORE126,210,2025-05-03,SUP242
PROD1418,STORE103,61,2025-06-28,SUP166
PROD1238,STORE168,126,2025-05-25,SUP224
PROD1059,STORE150,252,2024-10-25,SUP230
PROD1029,STORE144,203,2023-12-05,SUP295
PROD1146,STORE113,12,2023-07-03,SUP197
PROD1291,STORE131,327,2023-08-10,SUP159
PROD1008,STORE117,371,2025-04-24,SUP207
PROD1465,STORE187,110,2024-07-19,SUP235
PROD1441,STORE139,129,2025-06-16,SUP257
PROD1077,STORE108,447,2023-09-20,SUP237
PROD1311,STORE178,27,2025-04-29,SUP299
