product_id,product_name,category,price
PROD1003,Elite,Canned,670.65
PROD1004,Fresh,Meat,636.23
PROD1005,Classic,Canned,428.16
PROD1006,Natural,Frozen,208.28
PROD1007,Rich,Bakery,1023.53
PROD1008,Elite,Meat,158.28
PROD1009,Sweet,Meat,407.43
PROD1010,Traditional,Meat,723.4
PROD1011,Professional,Beverages,978.55
PROD1012,Mild,Bakery,236.09
PROD1013,Traditional,Dairy,248.75
PROD1014,Fresh,Bakery,322.18
PROD1015,Quality,Snacks,345.45
PROD1016,Deluxe,Snacks,379.6
PROD1017,Ultra,Meat,567.72
PROD1018,Gourmet,Dairy,1019.61
PROD1019,Quality,Meat,645.32
PROD1020,Crispy,Meat,318.61
PROD1021,Pure,Dairy,703.98
PROD1022,Strong,Snacks,986.08
PROD1023,Elite,Dairy,511.69
PROD1024,Organic,Bakery,871.62
PROD1025,Fresh,Frozen,146.72
PROD1026,Mild,Frozen,1032.43
PROD1027,Original,Bakery,922.14
PROD1028,Advanced,Beverages,933.12
PROD1029,Spicy,Frozen,82.52
PROD1030,Special,Snacks,994.94
PROD1031,Strong,Beverages,1040.87
PROD1032,Classic,Meat,381.73
PROD1033,Essential,Frozen,163.49
PROD1034,Basic,Snacks,593.6
PROD1035,Essential,Meat,937.21
PROD1036,Traditional,Meat,595.34
PROD1037,Quality,Canned,848.23
PROD1038,Essential,Frozen,260.39
PROD1039,Special,Bakery,818.57
PROD1040,Professional,Meat,727.63
PROD1041,Premium,Produce,656.62
PROD1042,Advanced,Beverages,914.68
PROD1043,Light,Produce,707.88
PROD1044,Rich,Produce,365.1
PROD1045,Rich,Beverages,817.79
PROD1046,Quality,Beverages,813.56
PROD1047,Premium,Dairy,579.74
PROD1048,Modern,Dairy,66.77
PROD1049,Fresh,Dairy,328.28
PROD1050,Basic,Produce,831.72
PROD1051,Premium,Frozen,894.11
PROD1052,Essential,Snacks,1047.68
PROD1053,Elite,Snacks,903.5
PROD1054,Supreme,Dairy,342.25
PROD1055,Basic,Frozen,218.56
PROD1056,Rich,Bakery,699.18
PROD1057,Spicy,Snacks,714.33
PROD1058,Fresh,Snacks,284.55
PROD1059,Strong,Canned,965.17
PROD1060,Spicy,Dairy,667.15
PROD1061,Rich,Dairy,500.13
PROD1062,Deluxe,Beverages,809.51
PROD1063,Professional,Bakery,971.06
PROD1064,Special,Meat,196.6
PROD1065,Essential,Snacks,64.74
PROD1066,Advanced,Snacks,341.44
PROD1067,Rich,Bakery,92.21
PROD1068,Strong,Frozen,537.99
PROD1069,Special,Meat,217.89
PROD1070,Deluxe,Dairy,696.34
PROD1071,Classic,Produce,952.35
PROD1072,Deluxe,Beverages,721.0
PROD1073,Ultra,Snacks,955.12
PROD1074,Mild,Beverages,187.86
PROD1075,Creamy,Bakery,1016.97
PROD1076,Natural,Snacks,1047.56
PROD1077,Classic,Frozen,111.96
PROD1078,Modern,Meat,358.09
PROD1079,Special,Frozen,281.7
PROD1080,Premium,Meat,749.78
PROD1081,Light,Bakery,617.48
PROD1082,Strong,Canned,271.0
PROD1083,Modern,Snacks,149.74
PROD1084,Advanced,Canned,413.76
PROD1085,Professional,Beverages,246.5
PROD1086,Premium,Bakery,104.98
PROD1087,Crispy,Frozen,924.43
PROD1088,Supreme,Beverages,229.09
PROD1089,Modern,Beverages,538.91
PROD1090,Smooth,Beverages,212.62
PROD1091,Rich,Produce,331.95
PROD1092,Original,Beverages,429.82
PROD1093,Quality,Bakery,202.47
PROD1094,Supreme,Produce,871.64
PROD1095,Light,Canned,583.71
PROD1096,Modern,Dairy,614.41
PROD1097,Standard,Produce,236.28
PROD1098,Deluxe,Dairy,436.87
PROD1099,Natural,Bakery,262.17
PROD1100,Pure,Produce,110.32
PROD1101,Natural,Frozen,704.03
PROD1102,Essential,Meat,1041.51
PROD1103,Traditional,Canned,678.89
PROD1104,Creamy,Canned,280.9
PROD1105,Deluxe,Produce,771.44
PROD1106,Ultra,Meat,779.68
PROD1107,Quality,Snacks,134.53
PROD1108,Creamy,Produce,722.43
PROD1109,Standard,Dairy,519.64
PROD1110,Original,Dairy,291.05
PROD1111,Traditional,Frozen,269.89
PROD1112,Deluxe,Produce,589.98
PROD1113,Essential,Produce,1000.02
PROD1114,Advanced,Bakery,234.05
PROD1115,Crispy,Beverages,696.56
PROD1116,Basic,Frozen,1020.88
PROD1117,Classic,Bakery,149.46
PROD1118,Basic,Beverages,484.08
PROD1119,Ultra,Dairy,589.28
PROD1120,Classic,Meat,335.75
PROD1121,Standard,Dairy,942.9
PROD1122,Mild,Dairy,250.23
PROD1123,Supreme,Bakery,200.86
PROD1124,Classic,Frozen,394.73
PROD1125,Light,Bakery,891.38
PROD1126,Advanced,Dairy,520.74
PROD1127,Supreme,Frozen,996.23
PROD1128,Traditional,Dairy,135.46
PROD1129,Sweet,Bakery,980.5
PROD1130,Crispy,Produce,738.02
PROD1131,Rich,Snacks,316.75
PROD1132,Crispy,Bakery,502.71
PROD1133,Creamy,Frozen,481.55
PROD1134,Ultra,Produce,424.61
PROD1135,Natural,Meat,250.23
PROD1136,Ultra,Dairy,774.43
PROD1137,Original,Beverages,1038.68
PROD1138,Original,Beverages,364.56
PROD1139,Classic,Dairy,903.4
PROD1140,Special,Produce,315.02
PROD1141,Sweet,Produce,973.78
PROD1142,Deluxe,Produce,682.75
PROD1143,Essential,Frozen,579.8
PROD1144,Traditional,Frozen,458.24
PROD1145,Gourmet,Canned,613.05
PROD1146,Basic,Beverages,969.72
PROD1147,Light,Dairy,953.77
PROD1148,Mild,Bakery,711.72
PROD1149,Premium,Beverages,414.99
PROD1150,Supreme,Meat,170.69
PROD1151,Elite,Frozen,223.74
PROD1152,Essential,Frozen,844.16
PROD1153,Natural,Snacks,509.12
PROD1154,Gourmet,Produce,193.55
PROD1155,Creamy,Bakery,321.41
PROD1156,Strong,Beverages,409.19
PROD1157,Advanced,Dairy,699.28
PROD1158,Rich,Canned,283.71
PROD1159,Smooth,Produce,153.09
PROD1160,Supreme,Dairy,438.56
PROD1161,Spicy,Dairy,375.64
PROD1162,Smooth,Dairy,449.77
PROD1163,Sweet,Dairy,229.02
PROD1164,Modern,Produce,733.51
PROD1165,Classic,Canned,81.78
PROD1166,Quality,Meat,225.04
PROD1167,Ultra,Dairy,710.65
PROD1168,Organic,Produce,168.74
PROD1169,Standard,Bakery,549.7
PROD1170,Classic,Produce,396.89
PROD1171,Pure,Dairy,908.78
PROD1172,Deluxe,Frozen,127.74
PROD1173,Spicy,Canned,614.53
PROD1174,Fresh,Canned,347.83
PROD1175,Creamy,Snacks,740.32
PROD1176,Premium,Dairy,931.55
PROD1177,Classic,Dairy,772.89
PROD1178,Elite,Frozen,300.71
PROD1179,Smooth,Frozen,824.88
PROD1180,Smooth,Meat,368.65
PROD1181,Quality,Frozen,739.16
PROD1182,Classic,Produce,778.76
PROD1183,Strong,Snacks,439.84
PROD1184,Light,Canned,61.19
PROD1185,Special,Snacks,259.57
PROD1186,Creamy,Meat,1049.02
PROD1187,Traditional,Snacks,905.79
PROD1188,Modern,Dairy,214.91
PROD1189,Deluxe,Bakery,445.0
PROD1190,Crispy,Frozen,856.12
PROD1191,Fresh,Frozen,614.2
PROD1192,Strong,Frozen,179.57
PROD1193,Pure,Canned,231.5
PROD1194,Fresh,Frozen,102.14
PROD1195,Sweet,Frozen,755.72
PROD1196,Deluxe,Canned,307.7
PROD1197,Advanced,Meat,220.85
PROD1198,Advanced,Snacks,658.57
PROD1199,Crispy,Snacks,71.67
PROD1200,Rich,Canned,912.89
PROD1201,Special,Canned,81.22
PROD1202,Ultra,Produce,68.55
PROD1203,Supreme,Produce,524.27
PROD1204,Pure,Canned,600.86
PROD1205,Quality,Produce,809.42
PROD1206,Smooth,Canned,736.61
PROD1207,Creamy,Dairy,707.25
PROD1208,Deluxe,Produce,152.31
PROD1209,Fresh,Frozen,874.1
PROD1210,Original,Canned,214.32
PROD1211,Sweet,Dairy,464.23
PROD1212,Pure,Snacks,459.55
PROD1213,Rich,Meat,501.05
PROD1214,Ultra,Canned,148.32
PROD1215,Smooth,Dairy,357.1
PROD1216,Premium,Frozen,1026.84
PROD1217,Rich,Produce,231.71
PROD1218,Creamy,Frozen,95.08
PROD1219,Premium,Meat,361.39
PROD1220,Mild,Produce,431.34
PROD1221,Professional,Meat,480.53
PROD1222,Original,Frozen,711.41
PROD1223,Basic,Bakery,115.89
PROD1224,Traditional,Frozen,857.23
PROD1225,Standard,Frozen,751.3
PROD1226,Pure,Beverages,396.94
PROD1227,Elite,Produce,830.6
PROD1228,Traditional,Frozen,1014.32
PROD1229,Quality,Beverages,171.62
PROD1230,Organic,Meat,798.38
PROD1231,Smooth,Frozen,87.68
PROD1232,Special,Beverages,521.95
PROD1233,Special,Bakery,679.27
PROD1234,Premium,Canned,358.88
PROD1235,Essential,Canned,265.1
PROD1236,Fresh,Snacks,576.94
PROD1237,Pure,Meat,270.57
PROD1238,Classic,Snacks,152.75
PROD1239,Smooth,Frozen,430.81
PROD1240,Natural,Canned,584.73
PROD1241,Basic,Bakery,750.82
PROD1242,Basic,Dairy,745.02
PROD1243,Rich,Dairy,350.47
PROD1244,Pure,Frozen,854.42
PROD1245,Classic,Frozen,412.98
PROD1246,Special,Beverages,433.19
PROD1247,Smooth,Frozen,959.29
PROD1248,Elite,Dairy,813.68
PROD1249,Fresh,Frozen,470.99
PROD1250,Rich,Snacks,818.52
PROD1251,Modern,Frozen,884.33
PROD1252,Special,Beverages,582.68
PROD1253,Creamy,Meat,620.01
PROD1254,Standard,Dairy,744.79
PROD1255,Quality,Snacks,129.75
PROD1256,Supreme,Frozen,355.54
PROD1257,Mild,Frozen,832.43
PROD1258,Organic,Dairy,1003.71
PROD1259,Spicy,Dairy,546.83
PROD1260,Crispy,Bakery,1007.48
PROD1261,Spicy,Frozen,415.6
PROD1262,Ultra,Beverages,307.02
PROD1263,Sweet,Produce,866.95
PROD1264,Special,Meat,998.79
PROD1265,Classic,Canned,387.85
PROD1266,Special,Frozen,366.2
PROD1267,Advanced,Bakery,630.82
PROD1268,Natural,Produce,255.03
PROD1269,Quality,Canned,915.78
PROD1270,Pure,Bakery,1019.66
PROD1271,Gourmet,Canned,383.12
PROD1272,Gourmet,Beverages,118.33
PROD1273,Ultra,Dairy,968.39
PROD1274,Rich,Meat,977.44
PROD1275,Classic,Dairy,1025.59
PROD1276,Standard,Canned,625.51
PROD1277,Light,Frozen,597.08
PROD1278,Special,Dairy,557.21
PROD1279,Gourmet,Canned,381.9
PROD1280,Quality,Meat,801.19
PROD1281,Rich,Bakery,928.28
PROD1282,Advanced,Meat,829.37
PROD1283,Natural,Snacks,305.4
PROD1284,Elite,Dairy,590.25
PROD1285,Light,Canned,272.26
PROD1286,Mild,Produce,371.74
PROD1287,Deluxe,Produce,672.35
PROD1288,Mild,Meat,792.08
PROD1289,Original,Beverages,599.07
PROD1290,Gourmet,Dairy,176.04
PROD1291,Traditional,Canned,316.85
PROD1292,Fresh,Canned,52.28
PROD1293,Light,Produce,282.17
PROD1294,Fresh,Canned,518.65
PROD1295,Fresh,Meat,931.48
PROD1296,Special,Frozen,332.39
PROD1297,Deluxe,Frozen,1002.45
PROD1298,Sweet,Canned,401.58
PROD1299,Gourmet,Produce,314.13
PROD1300,Supreme,Meat,434.46
PROD1301,Basic,Meat,697.26
PROD1302,Ultra,Dairy,918.74
PROD1303,Fresh,Meat,292.79
PROD1304,Supreme,Beverages,806.22
PROD1305,Crispy,Canned,285.34
PROD1306,Original,Snacks,63.61
PROD1307,Light,Produce,739.82
PROD1308,Fresh,Meat,534.24
PROD1309,Organic,Dairy,109.49
PROD1310,Gourmet,Frozen,270.35
PROD1311,Spicy,Meat,1014.89
PROD1312,Gourmet,Meat,709.28
PROD1313,Basic,Canned,244.66
PROD1314,Essential,Produce,748.99
PROD1315,Pure,Meat,825.87
PROD1316,Basic,Meat,960.17
PROD1317,Modern,Snacks,972.67
PROD1318,Organic,Bakery,264.8
PROD1319,Crispy,Frozen,115.44
PROD1320,Light,Meat,203.99
PROD1321,Professional,Meat,925.58
PROD1322,Strong,Frozen,99.77
PROD1323,Essential,Produce,267.46
PROD1324,Essential,Produce,344.48
PROD1325,Elite,Produce,80.02
PROD1326,Standard,Frozen,502.22
PROD1327,Classic,Bakery,690.06
PROD1328,Special,Bakery,917.74
PROD1329,Pure,Canned,255.67
PROD1330,Strong,Snacks,414.44
PROD1331,Essential,Dairy,369.93
PROD1332,Pure,Snacks,577.77
PROD1333,Supreme,Snacks,184.01
PROD1334,Modern,Meat,631.72
PROD1335,Standard,Beverages,480.71
PROD1336,Sweet,Frozen,243.75
PROD1337,Ultra,Snacks,857.69
PROD1338,Essential,Beverages,556.2
PROD1339,Spicy,Dairy,761.82
PROD1340,Fresh,Snacks,539.42
PROD1341,Pure,Meat,461.9
PROD1342,Elite,Meat,66.47
PROD1343,Rich,Canned,714.71
PROD1344,Elite,Beverages,1003.72
PROD1345,Professional,Dairy,682.23
PROD1346,Organic,Produce,113.52
PROD1347,Fresh,Bakery,963.36
PROD1348,Smooth,Dairy,494.78
PROD1349,Strong,Produce,471.41
PROD1350,Special,Meat,179.5
PROD1351,Essential,Dairy,696.11
PROD1352,Basic,Bakery,1012.84
PROD1353,Elite,Bakery,520.36
PROD1354,Rich,Dairy,186.06
PROD1355,Natural,Produce,83.86
PROD1356,Supreme,Dairy,653.48
PROD1357,Creamy,Dairy,804.73
PROD1358,Pure,Meat,239.83
PROD1359,Professional,Snacks,715.78
PROD1360,Advanced,Produce,973.8
PROD1361,Quality,Snacks,1003.64
PROD1362,Quality,Meat,73.15
PROD1363,Strong,Meat,966.55
PROD1364,Advanced,Canned,928.89
PROD1365,Basic,Snacks,302.19
PROD1366,Gourmet,Bakery,320.83
PROD1367,Professional,Frozen,753.59
PROD1368,Organic,Frozen,637.38
PROD1369,Modern,Snacks,258.06
PROD1370,Gourmet,Canned,91.27
PROD1371,Strong,Meat,128.43
PROD1372,Creamy,Bakery,795.74
PROD1373,Professional,Snacks,251.1
PROD1374,Gourmet,Snacks,527.04
PROD1375,Supreme,Produce,605.98
PROD1376,Standard,Meat,113.47
PROD1377,Standard,Bakery,222.52
PROD1378,Elite,Dairy,152.33
PROD1379,Crispy,Dairy,314.8
PROD1380,Gourmet,Snacks,750.45
PROD1381,Gourmet,Produce,253.24
PROD1382,Modern,Produce,869.93
PROD1383,Traditional,Produce,286.62
PROD1384,Modern,Snacks,587.98
PROD1385,Advanced,Beverages,564.48
PROD1386,Mild,Beverages,811.63
PROD1387,Rich,Snacks,576.96
PROD1388,Ultra,Snacks,454.99
PROD1389,Elite,Snacks,374.24
PROD1390,Rich,Dairy,369.3
PROD1391,Gourmet,Snacks,286.4
PROD1392,Organic,Beverages,125.8
PROD1393,Modern,Meat,295.97
PROD1394,Basic,Frozen,1027.79
PROD1395,Fresh,Dairy,272.01
PROD1396,Rich,Beverages,680.94
PROD1397,Smooth,Beverages,709.05
PROD1398,Spicy,Snacks,225.5
PROD1399,Professional,Produce,67.74
PROD1400,Supreme,Bakery,973.69
PROD1401,Deluxe,Canned,102.87
PROD1402,Natural,Bakery,251.65
PROD1403,Ultra,Dairy,516.75
PROD1404,Deluxe,Dairy,419.2
PROD1405,Light,Produce,628.63
PROD1406,Smooth,Beverages,956.16
PROD1407,Supreme,Beverages,696.04
PROD1408,Spicy,Canned,374.21
PROD1409,Ultra,Bakery,535.59
PROD1410,Fresh,Beverages,190.8
PROD1411,Natural,Beverages,1035.83
PROD1412,Fresh,Dairy,864.57
PROD1413,Crispy,Bakery,994.34
PROD1414,Basic,Snacks,136.75
PROD1415,Smooth,Produce,318.35
PROD1416,Special,Dairy,903.54
PROD1417,Standard,Produce,415.37
PROD1418,Traditional,Beverages,802.75
PROD1419,Original,Canned,268.63
PROD1420,Traditional,Beverages,709.39
PROD1421,Strong,Canned,70.75
PROD1422,Light,Snacks,216.27
PROD1423,Strong,Canned,106.88
PROD1424,Quality,Canned,673.78
PROD1425,Special,Frozen,147.51
PROD1426,Essential,Frozen,251.56
PROD1427,Professional,Frozen,249.64
PROD1428,Classic,Meat,940.68
PROD1429,Professional,Meat,712.03
PROD1430,Supreme,Bakery,338.02
PROD1431,Sweet,Beverages,585.83
PROD1432,Deluxe,Frozen,906.65
PROD1433,Sweet,Beverages,278.21
PROD1434,Advanced,Snacks,473.95
PROD1435,Smooth,Beverages,715.54
PROD1436,Natural,Dairy,867.3
PROD1437,Essential,Meat,493.27
PROD1438,Professional,Snacks,215.68
PROD1439,Basic,Snacks,864.39
PROD1440,Basic,Frozen,946.56
PROD1441,Modern,Beverages,88.57
PROD1442,Creamy,Canned,758.63
PROD1443,Modern,Snacks,102.86
PROD1444,Premium,Bakery,165.3
PROD1445,Basic,Bakery,413.63
PROD1446,Supreme,Beverages,398.75
PROD1447,Traditional,Dairy,556.57
PROD1448,Natural,Frozen,655.1
PROD1449,Original,Dairy,68.39
PROD1450,Essential,Beverages,648.18
PROD1451,Traditional,Frozen,577.66
PROD1452,Essential,Snacks,999.65
PROD1453,Ultra,Snacks,264.24
PROD1454,Strong,Frozen,806.1
PROD1455,Spicy,Snacks,332.58
PROD1456,Premium,Beverages,841.33
PROD1457,Rich,Meat,394.54
PROD1458,Organic,Dairy,169.93
PROD1459,Gourmet,Snacks,406.53
PROD1460,Supreme,Bakery,477.61
PROD1461,Premium,Meat,900.0
PROD1462,Basic,Produce,663.31
PROD1463,Special,Dairy,250.89
PROD1464,Strong,Produce,89.21
PROD1465,Fresh,Meat,827.91
PROD1466,Organic,Beverages,180.15
PROD1467,Spicy,Beverages,404.18
PROD1468,Original,Snacks,482.36
PROD1469,Supreme,Frozen,684.07
PROD1470,Premium,Dairy,392.51
PROD1471,Natural,Beverages,979.75
PROD1472,Supreme,Snacks,205.32
PROD1473,Quality,Bakery,513.29
PROD1474,Supreme,Beverages,539.87
PROD1475,Modern,Meat,58.21
PROD1476,Supreme,Frozen,800.55
PROD1477,Natural,Canned,261.45
PROD1478,Elite,Produce,260.48
PROD1479,Light,Bakery,946.86
PROD1480,Deluxe,Canned,223.88
PROD1481,Basic,Beverages,770.18
PROD1482,Gourmet,Snacks,1022.3
PROD1483,Advanced,Canned,51.89
PROD1484,Quality,Meat,102.58
PROD1485,Strong,Bakery,958.45
PROD1486,Classic,Canned,266.74
PROD1487,Premium,Bakery,432.42
PROD1488,Original,Meat,879.77
PROD1489,Special,Canned,1043.39
PROD1490,Creamy,Bakery,597.18
PROD1491,Supreme,Canned,785.06
PROD1492,Sweet,Beverages,253.82
PROD1493,Quality,Meat,817.82
PROD1494,Original,Bakery,269.36
PROD1495,Essential,Beverages,810.46
PROD1496,Quality,Snacks,104.09
PROD1497,Essential,Frozen,716.26
PROD1498,Mild,Dairy,359.43
PROD1499,Modern,Beverages,799.89
PROD1500,Special,Dairy,723.75
PROD1501,Essential,Dairy,56.35
PROD1502,Deluxe,Canned,448.28
PROD1503,Fresh,Meat,330.49
PROD1504,Professional,Beverages,793.71
PROD1505,Supreme,Beverages,702.16
PROD1506,Advanced,Dairy,454.48
PROD1507,Gourmet,Dairy,257.53
PROD1508,Supreme,Dairy,849.0
PROD1509,Crispy,Bakery,52.97
PROD1510,Fresh,Canned,698.58
PROD1511,Supreme,Bakery,952.56
PROD1512,Organic,Meat,532.63
PROD1513,Gourmet,Canned,169.73
PROD1514,Essential,Snacks,242.73
PROD1515,Ultra,Bakery,105.25
PROD1516,Smooth,Meat,249.97
PROD1517,Standard,Snacks,202.04
PROD1518,Quality,Bakery,707.74
PROD1519,Elite,Frozen,671.15
PROD1520,Smooth,Canned,967.87
PROD1521,Light,Meat,810.89
PROD1522,Classic,Frozen,618.27
PROD1523,Premium,Dairy,210.28
PROD1524,Crispy,Produce,324.61
PROD1525,Deluxe,Meat,504.8
PROD1526,Ultra,Snacks,604.0
PROD1527,Light,Dairy,1009.9
PROD1528,Fresh,Frozen,596.34
PROD1529,Premium,Dairy,731.24
PROD1530,Rich,Bakery,449.15
PROD1531,Creamy,Produce,770.89
PROD1532,Organic,Dairy,511.25
PROD1533,Fresh,Beverages,602.01
PROD1534,Sweet,Canned,695.72
PROD1535,Crispy,Bakery,634.43
PROD1536,Organic,Dairy,368.68
PROD1537,Special,Snacks,760.25
PROD1538,Quality,Frozen,672.34
PROD1539,Elite,Bakery,111.57
PROD1540,Fresh,Snacks,411.63
PROD1541,Rich,Produce,426.18
PROD1542,Standard,Frozen,78.42
PROD1543,Spicy,Beverages,341.53
PROD1544,Supreme,Snacks,142.1
PROD1545,Supreme,Frozen,114.95
PROD1546,Original,Bakery,121.05
PROD1547,Deluxe,Produce,274.78
PROD1548,Premium,Snacks,489.67
PROD1549,Rich,Frozen,414.62
PROD1550,Crispy,Produce,586.86
PROD1551,Creamy,Canned,841.06
PROD1552,Deluxe,Produce,480.15
PROD1553,Natural,Dairy,966.63
PROD1554,Special,Produce,759.11
PROD1555,Fresh,Frozen,301.53
PROD1556,Spicy,Bakery,589.1
PROD1557,Traditional,Meat,824.89
PROD1558,Modern,Snacks,380.91
PROD1559,Sweet,Snacks,110.7
PROD1560,Premium,Frozen,800.04
PROD1561,Ultra,Beverages,484.86
PROD1562,Elite,Produce,912.11
PROD1563,Light,Bakery,360.4
PROD1564,Professional,Produce,794.21
PROD1565,Light,Beverages,524.83
PROD1566,Supreme,Dairy,1006.91
PROD1567,Smooth,Produce,552.64
PROD1568,Professional,Frozen,1049.38
PROD1569,Crispy,Dairy,651.64
PROD1570,Classic,Canned,315.27
PROD1571,Light,Meat,985.09
PROD1572,Basic,Canned,884.93
PROD1573,Advanced,Snacks,352.55
PROD1574,Rich,Frozen,159.81
PROD1575,Sweet,Beverages,336.08
PROD1576,Ultra,Meat,174.74
PROD1577,Elite,Canned,716.69
PROD1578,Light,Meat,552.46
PROD1579,Advanced,Produce,738.81
PROD1580,Rich,Canned,279.3
PROD1581,Modern,Canned,580.53
PROD1582,Traditional,Bakery,415.06
PROD1583,Pure,Produce,855.23
PROD1584,Natural,Beverages,774.22
PROD1585,Strong,Bakery,952.33
PROD1586,Mild,Produce,412.23
PROD1587,Basic,Bakery,411.8
PROD1588,Smooth,Canned,768.52
PROD1589,Pure,Frozen,335.71
PROD1590,Elite,Bakery,906.33
PROD1591,Advanced,Frozen,576.09
PROD1592,Premium,Dairy,201.94
PROD1593,Essential,Snacks,477.39
PROD1594,Crispy,Snacks,909.29
PROD1595,Supreme,Bakery,980.48
PROD1596,Basic,Dairy,840.39
PROD1597,Spicy,Frozen,492.24
PROD1598,Professional,Snacks,118.45
PROD1599,Light,Beverages,898.46
PROD1600,Traditional,Meat,868.46
PROD1601,Spicy,Meat,206.8
PROD1602,Advanced,Snacks,782.05
PROD1603,Spicy,Produce,698.59
PROD1604,Spicy,Bakery,883.44
PROD1605,Original,Bakery,684.1
PROD1606,Deluxe,Meat,400.82
PROD1607,Essential,Beverages,386.62
PROD1608,Pure,Canned,1030.84
PROD1609,Ultra,Dairy,344.11
PROD1610,Quality,Canned,244.02
PROD1611,Premium,Meat,76.89
PROD1612,Mild,Bakery,248.1
PROD1613,Supreme,Canned,741.26
PROD1614,Creamy,Bakery,762.04
PROD1615,Professional,Dairy,705.68
PROD1616,Spicy,Beverages,506.94
PROD1617,Light,Canned,945.31
PROD1618,Deluxe,Dairy,454.41
PROD1619,Sweet,Dairy,599.55
PROD1620,Traditional,Produce,757.15
PROD1621,Natural,Beverages,67.01
PROD1622,Strong,Produce,362.55
PROD1623,Gourmet,Snacks,716.66
PROD1624,Smooth,Bakery,557.87
PROD1625,Fresh,Beverages,767.85
PROD1626,Spicy,Bakery,946.86
PROD1627,Ultra,Snacks,1024.27
PROD1628,Rich,Produce,233.96
PROD1629,Special,Canned,488.32
PROD1630,Supreme,Canned,410.64
PROD1631,Modern,Meat,352.45
PROD1632,Organic,Beverages,336.77
PROD1633,Strong,Dairy,980.46
PROD1634,Deluxe,Meat,571.34
PROD1635,Standard,Frozen,261.56
PROD1636,Deluxe,Beverages,425.35
PROD1637,Elite,Canned,289.09
PROD1638,Traditional,Bakery,53.0
PROD1639,Smooth,Dairy,729.4
PROD1640,Creamy,Dairy,1014.92
PROD1641,Light,Dairy,499.85
PROD1642,Smooth,Frozen,1047.63
PROD1643,Classic,Produce,229.99
PROD1644,Advanced,Meat,139.8
PROD1645,Elite,Meat,439.72
PROD1646,Organic,Produce,837.27
PROD1647,Natural,Beverages,601.68
PROD1648,Professional,Meat,1014.88
PROD1649,Essential,Dairy,709.63
PROD1650,Deluxe,Frozen,649.46
PROD1651,Pure,Canned,1024.85
PROD1652,Fresh,Dairy,610.34
PROD1653,Advanced,Canned,489.62
PROD1654,Sweet,Bakery,266.78
PROD1655,Natural,Snacks,816.48
PROD1656,Essential,Meat,659.18
PROD1657,Premium,Frozen,185.54
PROD1658,Traditional,Snacks,927.63
PROD1659,Rich,Beverages,575.38
PROD1660,Organic,Beverages,418.43
PROD1661,Quality,Canned,250.43
PROD1662,Classic,Bakery,823.53
PROD1663,Natural,Dairy,354.44
PROD1664,Quality,Produce,1018.6
PROD1665,Fresh,Snacks,297.85
PROD1666,Rich,Meat,1016.73
PROD1667,Pure,Canned,683.18
PROD1668,Natural,Bakery,923.71
PROD1669,Standard,Snacks,379.35
PROD1670,Premium,Frozen,560.3
PROD1671,Gourmet,Frozen,685.14
PROD1672,Deluxe,Snacks,727.28
PROD1673,Supreme,Dairy,605.38
PROD1674,Standard,Canned,883.91
PROD1675,Gourmet,Canned,454.2
PROD1676,Quality,Produce,66.37
PROD1677,Pure,Canned,536.91
PROD1678,Traditional,Frozen,364.34
PROD1679,Advanced,Dairy,282.17
PROD1680,Traditional,Canned,726.69
PROD1681,Spicy,Frozen,363.77
PROD1682,Traditional,Meat,166.48
PROD1683,Light,Meat,613.58
PROD1684,Supreme,Snacks,979.04
PROD1685,Advanced,Dairy,209.67
PROD1686,Premium,Produce,414.48
PROD1687,Modern,Meat,341.26
PROD1688,Rich,Dairy,175.76
PROD1689,Deluxe,Frozen,518.56
PROD1690,Spicy,Meat,909.22
PROD1691,Elite,Canned,506.34
PROD1692,Strong,Snacks,116.02
PROD2000,Gourmet,Produce,677.31
PROD2001,Advanced,Bakery,653.44
PROD2002,Premium,Snacks,462.78
PROD2003,Natural,Dairy,746.27
PROD2004,Sweet,Dairy,869.81
PROD2005,Premium,Frozen,676.96
PROD2006,Special,Bakery,257.33
PROD2007,Sweet,Frozen,95.63
PROD2008,Standard,Canned,745.95
PROD2000,Pure,Meat,231.99
PROD2001,Professional,Snacks,146.31
PROD2002,Spicy,Canned,593.08
PROD2003,Premium,Produce,553.54
PROD2004,Elite,Produce,416.22
PROD2005,Modern,Bakery,185.26
PROD2006,Light,Frozen,743.24
PROD2007,Premium,Produce,122.88
PROD2008,Crispy,Canned,564.78
PROD2009,Professional,Bakery,843.14
PROD2010,Standard,Canned,935.28
PROD2011,Gourmet,Frozen,99.28
PROD2012,Classic,Frozen,437.48
PROD2013,Elite,Snacks,699.35
PROD2014,Ultra,Beverages,706.75
PROD2015,Elite,Bakery,1005.17
PROD2016,Sweet,Beverages,262.03
PROD2017,Fresh,Canned,718.62
PROD2018,Quality,Beverages,672.45
PROD2019,Special,Dairy,816.91
PROD2020,Sweet,Dairy,483.49
PROD2021,Natural,Produce,562.72
PROD2022,Gourmet,Frozen,303.97
PROD2023,Special,Produce,862.43
PROD2024,Essential,Beverages,949.24
PROD2025,Fresh,Produce,964.08
PROD2026,Crispy,Snacks,745.31
PROD2027,Basic,Snacks,857.54
PROD2028,Premium,Snacks,837.22
PROD2029,Gourmet,Dairy,463.67
PROD2030,Spicy,Canned,193.57
PROD2031,Modern,Snacks,697.17
PROD2032,Mild,Beverages,974.51
